No,Booking_ID,Vehicle_ID,Driver_ID,Trip_start_DT,Trip_end_DT,Start_Post,End_Post,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Fare,Distance,Order_Type,Start_Time,End_Time,Start_Slot,End_Slot,Patience_Level,DistrictCode
65478,8D91C2C58138B46E2C7C6C3B2CE482,C4B0CBA3BD094F53BFD5A7EF936711,DC2D0810AFE4A869546684A01EE97A,2016-12-01 08:08:00,2016-12-01 08:31:00,669587,289891,1.353445,103.760451,1.326793,103.813451,16.35,7.7,Booking,2021-11-26 08:08:20,2021-11-26 08:31:28,49.0,51.0,127,23.0
117145,047C6B5E55F18352801410C9A7FB63,51878F243626342AE091EE94E67F19,5BD68929325009187FEFAF519A6EEA,2016-12-01 11:03:00,2016-12-01 11:23:00,142057,319261,1.292802,103.8109,1.340668,103.8577,10.45,10.1,Street-Hailing,2021-11-26 11:03:03,2021-11-26 11:23:48,66.0,68.0,143,3.0
107298,DC937259D1BB3F2EEAEC207F4DAF8B,FD033D26FB69FF39170D3CA3B14DB3,F09AFADC0654192E3440FE3A3C91D5,2016-12-01 10:27:00,2016-12-01 10:42:00,100060,239539,1.276241,103.8117,1.298352,103.839,8.3,5.0,Street-Hailing,2021-11-26 10:27:56,2021-11-26 10:42:44,63.0,64.0,98,4.0
53705,32D76267F43201C192B9FCA6DE7F06,A76D9892C8FBB9A2B177D6A9A931E9,19F993E92A17AC3177EB8B30980B12,2016-12-01 07:22:00,2016-12-01 07:28:00,731683,750326,1.440029,103.8028,1.444682,103.8191,5.9,2.5,Street-Hailing,2021-11-26 07:22:46,2021-11-26 07:28:15,44.0,45.0,72,25.0
43059,E3762D0F57162506836F5636A08E78,1E1A78274508AB4C8D615A8F24239F,DE5AFFED4FBB7AE31DF72FC8F2410C,2016-12-01 06:17:00,2016-12-01 06:17:00,760746,760746,1.428991,103.8333,1.428991,103.8333,4.6,0.0,Street-Hailing,2021-11-26 06:17:30,2021-11-26 06:17:48,38.0,38.0,100,27.0
41845,2E6779FB4C74B972D4FD1A9F352C1B,AE86C581C64CBE2A1AA6BDE5750393,4732854AF2F6B52B56BBC21281EE56,2016-12-01 06:07:00,2016-12-01 06:16:00,436931,18983,1.296977,103.872312,1.279424,103.854182,12.55,6.4,Booking,2021-11-26 06:07:33,2021-11-26 06:16:16,37.0,38.0,48,15.0
100511,2AF317765AF97F9BB3B52DCB537955,1EE4D731478FD41F69609E00D5127F,714F2E7053B1EC1572921F3C3AD919,2016-12-01 10:04:00,2016-12-01 10:36:00,349569,117536,1.326295,103.8769,1.26946,103.7992,15.5,15.9,Street-Hailing,2021-11-26 10:04:00,2021-11-26 10:36:00,60.0,64.0,35,13.0
112211,94D43E6E0F874BF09ABA4BF56C49F2,67557F9FDC831634520B59291A2D79,140EFAB6DFE55FDFE25DB5348402BE,2016-12-01 10:45:00,2016-12-01 10:52:00,49318,69693,1.284184,103.8525,1.299509,103.837,5.45,1.6,Street-Hailing,2021-11-26 10:45:11,2021-11-26 10:52:08,64.0,65.0,89,1.0
40791,C7AF6CB53D0D7EEE75DB0F634B65DF,895D0D8C0CF88AB5583AE593B76CFC,7FD4736EABE93A12FC6B0313D66111,2016-12-01 05:58:00,2016-12-01 06:10:00,449297,819663,1.301218,103.903849,1.356716,103.98651,17.15,13.3,Booking,2021-11-26 05:58:34,2021-11-26 06:10:59,36.0,37.0,33,15.0
106794,04B492AC0BCB68F185D99DA1902E7D,FE9F38834F09AABC78B0D8669F8FF9,41B3438AD1AB105AD929AD5C4967BD,2016-12-01 10:26:00,2016-12-01 10:30:00,348528,330073,1.329352,103.8735,1.322632,103.8706,4.05,1.2,Street-Hailing,2021-11-26 10:26:11,2021-11-26 10:30:37,63.0,63.0,37,13.0
79496,5F674E014431A80B77F694EEC826B9,7DA65D936D775C2100545C84E36A7A,0C17BFFF95A9BAA0F177583BF0C8AF,2016-12-01 08:55:00,2016-12-01 09:16:00,518190,797649,1.371345,103.943893,1.420385,103.86407,18.3,13.3,Booking,2021-11-26 08:55:50,2021-11-26 09:16:11,54.0,56.0,72,18.0
116970,EC301A058D48CFB18789DDEA6B1C8C,A6C6C439B641D5BFDB6F701F5E7D6D,F8D09E33EB8EF47F0878101EB575BD,2016-12-01 11:02:00,2016-12-01 11:20:00,677721,307470,1.389389,103.769691,1.320287,103.845191,17.3,12.8,Booking,2021-11-26 11:02:28,2021-11-26 11:20:37,66.0,68.0,39,23.0
52176,810FBBD261887E4F8C0482D77F86AB,5DA87E8013F54FB89C51C5FC2CE0C2,BDEC126BE0FF9F7229C5A54577680D,2016-12-01 07:15:00,2016-12-01 07:30:00,541292,1,1.395956,103.899064,1.292474,103.856522,10.05,2.2,Street-Hailing,2021-11-26 07:15:06,2021-11-26 07:30:29,44.0,45.0,130,19.0
77134,914B32E7AA0A77B08597F1ACCF0BAE,F1909FBAF0A141661C83427CBFAFBF,3A6953B2FCF02697B6527301012AA9,2016-12-01 08:48:00,2016-12-01 09:21:00,79911,738961,1.27372,103.8445,1.442737,103.7855,26.5,27.3,Street-Hailing,2021-11-26 08:48:16,2021-11-26 09:21:47,53.0,56.0,173,2.0
88862,C0FE5915F4AC5FC05ABA2E31E74125,9B05B8C4F70ED677546DB21627D5EA,940ED74CD696E86EE6CECC7BF2C5B6,2016-12-01 09:25:00,2016-12-01 09:51:00,609966,310195,1.328234,103.7536,1.330189,103.8588,16.2,16.5,Street-Hailing,2021-11-26 09:25:06,2021-11-26 09:51:15,56.0,59.0,57,22.0
40959,0178FCCEAE91E5F6CFB148911C4EB1,F7C295F2685D26F4C4872BA7102995,08D8E3C32B6A2C60E7516F4924A3FA,2016-12-01 06:00:00,2016-12-01 06:32:00,570025,819642,1.355092,103.8369,1.362159,103.9901,25.1,24.8,Street-Hailing,2021-11-26 06:00:08,2021-11-26 06:32:39,36.0,39.0,178,20.0
121329,52A68BCAEF875163941E1FD130F613,8A9A5B5BED2BB87E1FEF59D9B899BC,1DDC24E47FA7E4E2211AAE7206FB74,2016-12-01 11:18:00,2016-12-01 11:52:00,529540,609966,1.352584,103.943035,1.328234,103.753597,23.15,26.7,Booking,2021-11-26 11:18:35,2021-11-26 11:52:01,68.0,71.0,144,18.0
78323,BFA084028122DA3DB440632C488D66,AC99D670E87FEB309AF93DA6DAE309,D73F1B24ECBF397953D4C2794F168A,2016-12-01 08:52:00,2016-12-01 09:05:00,228096,48815,1.303281,103.8475,1.285844,103.8492,11.25,2.7,Street-Hailing,2021-11-26 08:52:08,2021-11-26 09:05:12,53.0,54.0,135,9.0
41711,7BF97347F83EBC862FEA2627088DAB,42EDCB54F1D4DEE619FE6BA5129A4D,4567A3A0D2BB7AE0920CD6CBC7ED80,2016-12-01 06:06:00,2016-12-01 06:24:00,49315,267953,1.283028,103.852016,1.299509,103.837,14.85,8.3,Booking,2021-11-26 06:06:37,2021-11-26 06:24:06,37.0,38.0,116,1.0
108080,358C6CB3C8A8D5EB8ABC8FDFB4B79E,B894ADA5CF2FCA68D1EA34C2265B8F,959C98EDDBD72FC6BA913838BBC960,2016-12-01 10:30:00,2016-12-01 11:05:00,298099,760367,1.322518,103.824088,1.429603,103.845203,19.85,17.7,Booking,2021-11-26 10:30:40,2021-11-26 11:05:35,63.0,66.0,117,11.0
119016,16EB1FDE935209864E5AE781E52E6C,67D34A0768C20A9CE307D54E49BB46,E20DFDA701391BDEC044A1A4342D58,2016-12-01 11:10:00,2016-12-01 11:23:00,510231,460138,1.373406,103.961372,1.329911,103.936053,11.5,8.0,Booking,2021-11-26 11:10:01,2021-11-26 11:23:59,67.0,68.0,135,18.0
90788,3D98E6ECA79B57667FCD8E0014B143,3E8E137967A907761DC8C260255B67,D23122574BC605176D73805288D578,2016-12-01 09:31:00,2016-12-01 09:50:00,128042,18980,1.29758,103.7668,1.280007,103.8553,13.5,13.3,Street-Hailing,2021-11-26 09:31:24,2021-11-26 09:50:09,57.0,59.0,143,5.0
33371,813C71F7AC4E03955BE4D532105026,C28D59C3C433ACFAC5274399C5EA36,50CB2923ADAC6104211C54BDDE7527,2016-12-01 04:29:00,2016-12-01 04:56:00,543226,121503,1.387809,103.8999,1.31161,103.7599,33.45,30.5,Street-Hailing,2021-11-26 04:29:47,2021-11-26 04:56:19,27.0,30.0,148,19.0
108013,292D7CF9C06530C2ABF18B34237632,8915C90F81A2F6A31E4E236C26535D,F2104B61A9048507B4F3A250DF1D80,2016-12-01 10:30:00,2016-12-01 10:37:00,90040,82001,1.299509,103.837,1.299509,103.837,5.65,3.0,Street-Hailing,2021-11-26 10:30:25,2021-11-26 10:37:19,63.0,64.0,67,4.0
97960,BDF73AFC77F1B3EE24EB09F6BF1CDB,29CE3046E24E2894C8E0457FC53C12,05A804C7BAEBCA0C610C6CDC2F4912,2016-12-01 09:55:00,2016-12-01 10:33:00,59818,486843,1.288529,103.8468,1.344351,103.9643,19.7,21.6,Street-Hailing,2021-11-26 09:55:15,2021-11-26 10:33:23,60.0,63.0,151,1.0
50719,2390D45185B0BC37236EE898D047F8,0E133C65EAC0D2C3DBB95D38D6C919,3E01D979844C854F08EE93199AAA81,2016-12-01 07:07:00,2016-12-01 07:31:00,591201,98970,1.318325,103.775346,1.299509,103.837,19.75,13.6,Booking,2021-11-26 07:07:41,2021-11-26 07:31:49,43.0,45.0,101,21.0
108298,790E37005E12F4BAAE11D1FF509EAB,FA88ADBD6E5C414758C633BCEA628D,106A5DFFB7DC0DBFACC65EA8E19812,2016-12-01 10:31:00,2016-12-01 10:45:00,529889,470601,1.340711,103.9494,1.330042,103.9115,8.5,6.4,Street-Hailing,2021-11-26 10:31:16,2021-11-26 10:45:24,63.0,64.0,53,18.0
99390,64A95FD95AFBD7B08935724B7ADC98,670BDC6E64D68A23317EBF98AD5FFC,90019508364F3B2678FDD162A6EC86,2016-12-01 10:00:00,2016-12-01 10:19:00,229816,49910,1.306856,103.837965,1.294129,103.808334,14.0,5.0,Booking,2021-11-26 10:00:07,2021-11-26 10:19:50,60.0,62.0,58,9.0
74737,71DC0781E0B367933759388DDC38F8,EC5B07AFC0FD2A4448AC60A0A2B8F0,F86A6A71F820096156C8ECFF0DFD22,2016-12-01 08:40:00,2016-12-01 09:34:00,650423,486030,1.36215,103.744987,1.33571,103.966545,42.4,38.2,Booking,2021-11-26 08:40:30,2021-11-26 09:34:53,52.0,57.0,134,23.0
92857,916EB5CEA74C1ECB09C8C2BB8D6C71,4FE294A749B643364B2720647DA0EA,EFB7BF5BA777AB14C7B98F149B698F,2016-12-01 09:38:00,2016-12-01 10:19:00,608549,426517,1.333067,103.7437,1.31605,103.9027,19.45,22.7,Street-Hailing,2021-11-26 09:38:09,2021-11-26 10:19:15,58.0,62.0,77,22.0
119320,82D4EF6810E6AEEEFC82A29C4AC1FD,6F5183B8B599F6A8F2FC6B66B82BC0,40639842D7C35D4E4F3B52FD1180BE,2016-12-01 11:11:00,2016-12-01 11:28:00,278582,18970,1.312472,103.7962,1.281299,103.8584,11.8,13.3,Street-Hailing,2021-11-26 11:11:11,2021-11-26 11:28:08,67.0,69.0,78,10.0
127706,714C492470EED57DE29315F21456A1,E1FD90F72FF9AF561C4A827FA172C6,F0D16EFB4CE56891754565DA14E36F,2016-12-01 11:41:00,2016-12-01 11:53:00,150102,249715,1.290379,103.821349,1.304999,103.824973,11.3,3.5,Booking,2021-11-26 11:41:05,2021-11-26 11:53:53,70.0,71.0,46,3.0
109491,338BC37E7D091B71FAF1245C67A963,E71E068B99EDAD1D1C77480D2DE551,1461C404C4F7C8DE8D9B6A1ECD1904,2016-12-01 10:35:00,2016-12-01 10:42:00,169854,99253,1.280353,103.8337,1.299509,103.837,5.15,3.0,Street-Hailing,2021-11-26 10:35:29,2021-11-26 10:42:58,64.0,64.0,98,3.0
57671,D9163B3DAFEFB2E1A3C881682183DF,97DA625AA3879513FB4A04F7814AC7,2619C72EE9B6EEBB639C15610F8242,2016-12-01 07:39:00,2016-12-01 07:49:00,521867,539926,1.355649,103.9338,1.343411,103.8986,9.55,5.5,Street-Hailing,2021-11-26 07:39:06,2021-11-26 07:49:40,46.0,47.0,37,18.0
83583,EEE33B8D218EBAB7B1786CC4D61E73,502DE995A12D57DAB02E70544C3B8F,FDE424FD35AF51B45C129B04F2A045,2016-12-01 09:08:00,2016-12-01 09:52:00,544183,757705,1.391512,103.908772,1.449185,103.79505,38.3,24.3,Booking,2021-11-26 09:08:53,2021-11-26 09:52:40,55.0,59.0,80,19.0
119544,69CF2AB8780BAD98C2B8C5499F9119,D66D7424E52E4E307790DDF5D59725,BBA862034692F033F3A634C1E5E89B,2016-12-01 11:12:00,2016-12-01 11:20:00,648320,1,1.342794,103.718628,1.292474,103.856522,5.4,2.5,Street-Hailing,2021-11-26 11:12:00,2021-11-26 11:20:00,67.0,68.0,137,22.0
73233,E88AD5C02DE226E48CB9E8F9CAAC0E,C17776C516B3E4C98E66B03C0C210F,07F7DAE888E36DC0AA7FEFBF9C4AF9,2016-12-01 08:35:00,2016-12-01 08:54:00,730750,569061,1.444194,103.7939,1.391612,103.8493,13.05,11.1,Street-Hailing,2021-11-26 08:35:26,2021-11-26 08:54:22,52.0,53.0,82,25.0
78122,839F5E8F2867347A31F28A421D488A,45D5860CD1CAC1FE590026C06A60F1,EA0B5A57F8BB8E58D04FC36550D90A,2016-12-01 08:51:00,2016-12-01 09:14:00,470123,574408,1.332338,103.910276,1.354637,103.830935,18.05,10.3,Booking,2021-11-26 08:51:29,2021-11-26 09:14:47,53.0,55.0,85,16.0
99107,04C9AE33B70E860E37B2DE321A8E17,7E36F94910922FA833E5B5438588C3,7B9A19E13834209FCFB4DBFB9D3E59,2016-12-01 09:59:00,2016-12-01 10:05:00,238751,49398,1.298203,103.8421,1.286315,103.8493,6.3,2.2,Street-Hailing,2021-11-26 09:59:06,2021-11-26 10:05:41,60.0,60.0,40,9.0
75187,1D1D3A986583E45BEC0B04DF53AE3A,985B6C284619B192327805DD5BC7C2,09DAF5D5DFBAFC4527B0067E3D20A7,2016-12-01 08:42:00,2016-12-01 09:06:00,562309,48583,1.365018,103.845287,1.281142,103.851928,27.1,13.4,Booking,2021-11-26 08:42:00,2021-11-26 09:06:00,52.0,55.0,55,20.0
43270,91A8B4E09D25D1F6A2ED526F2B0868,EF0E88A94B1D9180A241ACFA205E76,C3D0C031405C8CCD1B4DC0FF26E47B,2016-12-01 06:19:00,2016-12-01 06:27:00,350106,530645,1.334154,103.8681,1.371783,103.8813,8.1,6.3,Street-Hailing,2021-11-26 06:19:09,2021-11-26 06:27:32,38.0,39.0,46,13.0
38925,B7097B3F1132DCC064968B6B3636A5,8F5D8536C664E003D7313F1DB21B9D,CD57A27C6FD713ADD852302CB32B45,2016-12-01 05:36:00,2016-12-01 05:53:00,648337,637493,1.338852,103.7047,1.307312,103.6234,17.1,12.3,Street-Hailing,2021-11-26 05:36:07,2021-11-26 05:53:07,34.0,35.0,60,22.0
119232,27E92F1B249815ECFFB7E8C28B5C16,ACE9341AECBE378D1997FDDAF116E6,800BA961615359AB2966CF9DC05D9E,2016-12-01 11:10:00,2016-12-01 11:17:00,88539,58360,1.299509,103.837,1.285239,103.8433,4.7,1.6,Street-Hailing,2021-11-26 11:10:57,2021-11-26 11:17:09,67.0,68.0,137,2.0
67980,8336FE72C022C66AC1C9014ADE96E8,61392968D7B57F3EFEEA320525CC99,CDD3B75BAC25D2AC27A54991AAFADE,2016-12-01 08:17:00,2016-12-01 08:22:00,347720,1,1.3305,103.8777,1.292474,103.8565,6.2,3.9,Street-Hailing,2021-11-26 08:17:00,2021-11-26 08:22:00,50.0,50.0,164,13.0
94875,C810868C9593F87D9DAA6AC7C75D61,D1257F47729B4B4D7A2F1DC8A9C274,959805A4071EADAF9F0EC58380115D,2016-12-01 09:44:00,2016-12-01 09:57:00,269266,238871,1.31946,103.795634,1.30661,103.829563,9.45,5.5,Booking,2021-11-26 09:44:58,2021-11-26 09:57:07,58.0,60.0,57,10.0
57466,451625733EF1AF7D765B227E4DAF97,35CE3CBBD5C2D0D89BE690EB61CEBB,5C967D46CF6106CE7E7538EE9DA732,2016-12-01 07:38:00,2016-12-01 08:14:00,520308,138634,1.352957,103.956767,1.298775,103.788557,33.05,30.7,Booking,2021-11-26 07:38:26,2021-11-26 08:14:49,46.0,49.0,119,18.0
48280,34CE1BFEAD6F8B327859C9B72D9F1E,961284977746F9520C95E1805019D1,8BBFEBBFE7C3B5E684E98375356ECA,2016-12-01 06:53:00,2016-12-01 07:27:00,730804,99115,1.440168,103.7879,1.299509,103.837,30.55,30.7,Street-Hailing,2021-11-26 06:53:22,2021-11-26 07:27:14,41.0,45.0,139,25.0
69617,3CFE61A0F21D28D237368AA31C3448,BE315566E22795A15A7FFF41928908,06B651836F9C36D0DB2860EA0F8278,2016-12-01 08:22:00,2016-12-01 08:39:00,510180,529400,1.364116,103.9601,1.354805,103.948,10.0,3.0,Street-Hailing,2021-11-26 08:22:40,2021-11-26 08:39:30,50.0,52.0,53,18.0
113405,CBDAC04A10F394553748A686F54C5D,5CF75D4839BEAC000490FE079F9636,3BE37AD9BECC843C2CB59ECDAEFADE,2016-12-01 10:49:00,2016-12-01 11:04:00,730556,670507,1.432957,103.7961,1.386572,103.768,10.5,11.6,Street-Hailing,2021-11-26 10:49:20,2021-11-26 11:04:19,65.0,66.0,169,25.0
127523,B6EDB80C859E16CD0F391E8D18D9DA,9208D8E3394D7199996E29D1670895,348DEFF6A569D5195F566EC0B7FD26,2016-12-01 11:40:00,2016-12-01 11:56:00,730319,569766,1.431558,103.777265,1.38371,103.839954,13.7,12.6,Booking,2021-11-26 11:40:29,2021-11-26 11:56:40,70.0,72.0,175,25.0
110582,1A1FC6F6B98024A6A3B37DA02ECC52,5910A8A35D0A94D7B7BF8C86A4D686,8B4B34EAC4CD5E2588FCC810BA6087,2016-12-01 10:39:00,2016-12-01 10:45:00,79909,68804,1.27518,103.8462,1.299509,103.837,5.2,0.8,Street-Hailing,2021-11-26 10:39:12,2021-11-26 10:45:38,64.0,64.0,123,2.0
79184,7C2A3B112ED02EA2E4DFDBDC55F6BB,F6890C1BC706FA820C32FA7966A23C,D508C458F4BDEC55BF09C6A6A0E3DC,2016-12-01 08:54:00,2016-12-01 09:16:00,266224,229746,1.314655,103.801596,1.308571,103.838415,15.55,8.0,Booking,2021-11-26 08:54:56,2021-11-26 09:16:44,53.0,56.0,31,10.0
115763,3C0CD7EE4D2F2AFFF25CECF13B1C95,5AD00E472FB43DD620055B9F214F6D,6B6099C5572A87355B050E3A7769FB,2016-12-01 10:58:00,2016-12-01 11:00:00,320022,320080,1.326445,103.8595,1.323673,103.8555,3.6,1.1,Street-Hailing,2021-11-26 10:58:05,2021-11-26 11:00:36,66.0,66.0,126,12.0
83917,29E22544DAA1ED5BFE31C014F0ACA2,8E2858E4F4B6B8311828F29DA9C89B,63E43F67E5209C2C8EB9264A25B272,2016-12-01 09:09:00,2016-12-01 09:14:00,791414,540238,1.389164,103.879883,1.390428,103.898659,9.8,2.9,Booking,2021-11-26 09:09:52,2021-11-26 09:14:48,55.0,55.0,59,28.0
111132,EEDA856F51694229877AADA75712BD,D5D7E3F3C93FF778B9CBBC0B773C85,C5BAC29F09ADC1B003846DA2B4F24E,2016-12-01 10:41:00,2016-12-01 10:42:00,259710,259710,1.317561,103.8332,1.317561,103.8332,3.2,0.0,Street-Hailing,2021-11-26 10:41:13,2021-11-26 10:42:01,64.0,64.0,45,10.0
107577,8CD6D3C1334B852AC7224161F76091,BEA4E58CC2BF4F69E1C0D11FA40642,31AD584CB5B01DB8DD8DE2177BA750,2016-12-01 10:28:00,2016-12-01 10:45:00,544157,18955,1.388157,103.907918,1.284315,103.859553,14.95,15.6,Booking,2021-11-26 10:28:57,2021-11-26 10:45:16,63.0,64.0,125,19.0
132586,02FB9DB324C3B11FE83BF21E30319C,D818AE5E0414BD83068E1605FFB6A7,71304E8D3B6C526AA05E682EFDD026,2016-12-01 11:57:00,2016-12-01 12:24:00,389676,238873,1.315059,103.8917,1.302707,103.8343,12.75,9.3,Street-Hailing,2021-11-26 11:57:29,2021-11-26 12:24:12,72.0,74.0,170,14.0
114552,15D8FB1A2DBAF680DFAB788965CD6B,CD00FAC47ED39B77ABB3BB4752B37E,BCDCE0C2A6567F0D17E694440AA27F,2016-12-01 10:53:00,2016-12-01 11:04:00,529889,469315,1.340711,103.9494,1.320956,103.9375,6.7,3.7,Street-Hailing,2021-11-26 10:53:35,2021-11-26 11:04:42,65.0,66.0,135,18.0
60899,144BB535B79E1089F78C619DCAFFA9,6BF879D8FF675573F7BD0B93C2E1DE,8C33B1078455E6138E202593C15665,2016-12-01 07:51:00,2016-12-01 08:09:00,328496,819663,1.32778,103.865772,1.356716,103.98651,19.35,16.5,Booking,2021-11-26 07:51:30,2021-11-26 08:09:25,47.0,49.0,103,12.0
111219,8BE6FACE3C5BCAEEC39519ED1889B2,28A0B6FEBF978F53C897D54A860E84,586729F40B8A971BA69E2B6C9A8D19,2016-12-01 10:41:00,2016-12-01 11:12:00,560509,229538,1.373946,103.8501,1.307817,103.829,13.1,11.8,Street-Hailing,2021-11-26 10:41:32,2021-11-26 11:12:42,64.0,67.0,61,20.0
42520,FF0A5EC15853A7314C0B9071815C8A,F82E746ADA3189DCAB41AD35BFC391,478E6FA896A2AFBC0FFEA73DD36553,2016-12-01 06:13:00,2016-12-01 06:31:00,577410,48423,1.370933,103.829832,1.283384,103.846868,18.8,15.0,Booking,2021-11-26 06:13:00,2021-11-26 06:31:47,37.0,39.0,150,20.0
76518,DEF3D8DD86B8C3CB348ED9108A3EC9,3183B8FF2DB0B1DF205BB69C85E170,00D972AB520CECA9C13B2757F27CC3,2016-12-01 08:46:00,2016-12-01 09:23:00,640200,18961,1.342977,103.714672,1.278295,103.850662,31.85,22.2,Booking,2021-11-26 08:46:21,2021-11-26 09:23:42,53.0,56.0,60,22.0
112255,BE4F28B124DD1EA9A567E3E36BDB89,0F410009A84E8AF9895F30185A542B,D730001F5D90F7A666B0E2A2E1AD80,2016-12-01 10:45:00,2016-12-01 10:52:00,307965,238877,1.316604,103.8413,1.30351,103.8331,5.15,2.7,Street-Hailing,2021-11-26 10:45:19,2021-11-26 10:52:31,64.0,65.0,69,11.0
118487,56F7AB4B37268C0EFCA3382D6FE524,EE8A793410C7C37C822315CE8DCEDC,C5974F4FACAF44D18B92DCA5FD735F,2016-12-01 11:08:00,2016-12-01 11:17:00,560640,574326,1.380001,103.8436,1.348069,103.8382,6.25,3.8,Street-Hailing,2021-11-26 11:08:00,2021-11-26 11:17:00,67.0,68.0,70,20.0
128490,37DD6A4F2254420F8AD6B72CCD5388,C906EDBF2F5A20210A16F5C80773BF,FA1ABF0A19712FC4C74F1FACBE4F2D,2016-12-01 11:43:00,2016-12-01 12:02:00,238162,387380,1.300256,103.8391,1.315557,103.8761,9.55,9.0,Street-Hailing,2021-11-26 11:43:48,2021-11-26 12:02:22,70.0,72.0,148,9.0
43066,01EFFDB88D2CCE13B9604211260379,0D257657078680C3C2018EF6043D19,A21234412CA1968FD52519C2A2FD1B,2016-12-01 06:17:00,2016-12-01 06:34:00,331038,608828,1.320005,103.866809,1.338182,103.750754,20.2,17.2,Booking,2021-11-26 06:17:35,2021-11-26 06:34:24,38.0,39.0,66,12.0
49804,543848671582E7A138DA05880EB056,287C7C60F6867F9F7904A396B0C034,77BBE685C6840FFF72FFF3429E43DD,2016-12-01 07:02:00,2016-12-01 07:11:00,440045,199818,1.304644,103.9123,1.301704,103.8586,9.2,7.5,Street-Hailing,2021-11-26 07:02:27,2021-11-26 07:11:51,42.0,43.0,107,15.0
76967,14A8549FE4B346B7B6325901AF29E3,912982FFF1A01EA4658D842E7B08F7,09993F347C1A0706F07383E2E2C5C7,2016-12-01 08:47:00,2016-12-01 09:01:00,520371,486349,1.356947,103.9587,1.331582,103.9639,8.95,4.3,Street-Hailing,2021-11-26 08:47:46,2021-11-26 09:01:14,53.0,54.0,48,18.0
