No,Booking_ID,Vehicle_ID,Driver_ID,Trip_start_DT,Trip_end_DT,Start_Post,End_Post,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Fare,Distance,Order_Type,Start_Time,End_Time,Start_Slot,End_Slot,Patience_Level,DistrictCode
81132,A2B7C52032636EF4CF9252F46C978E,CFB9B293BA590F8BE437E87EC20605,E2DD87F17C277034F840C143B79FF5,2016-12-01 09:01:00,2016-12-01 09:13:00,238257,98585,1.290937,103.836585,1.299509,103.837,12.55,5.1,Booking,2021-12-29 09:01:02,2021-12-29 09:13:16,54.0,55.0,117,9.0
97149,88E51E591BB5DFADB797857D18B0EC,57E7A67F089703107A3B4669FA375B,5CA959F755E2699977A0AB7279F730,2016-12-01 09:52:00,2016-12-01 09:52:00,560107,560107,1.371452,103.8372,1.371452,103.8372,3.2,0.0,Street-Hailing,2021-12-29 09:52:31,2021-12-29 09:52:36,59.0,59.0,144,20.0
69875,CC68F303ED9BAFDE191FCB143DBBDB,4F241D1FA648CA6E6B493EDB6241FC,CA50B472CD7DBD074ED089D30559FA,2016-12-01 08:23:00,2016-12-01 08:53:00,460080,308433,1.328522,103.940547,1.321097,103.84564,22.7,13.3,Booking,2021-12-29 08:23:36,2021-12-29 08:53:12,50.0,53.0,109,16.0
90205,D477116C301DA3625BEE93A28661E3,AE8A6E0EFFC984CE3E7E6EE812FBE3,9A41041612EDBFCC7006EBDB116384,2016-12-01 09:29:00,2016-12-01 10:11:00,819642,149547,1.362159,103.9901,1.304335,103.7973,26.3,28.2,Street-Hailing,2021-12-29 09:29:26,2021-12-29 10:11:21,57.0,61.0,123,17.0
55584,914EFA47C0BC85D5BC672248827357,D1CCB064FF748532634A9CD8ABC6CD,DF4A63CDFB96E56C18CCC12648880D,2016-12-01 07:30:00,2016-12-01 07:56:00,329981,48423,1.32857,103.84856,1.283384,103.846868,22.8,14.1,Booking,2021-12-29 07:30:52,2021-12-29 07:56:47,45.0,48.0,118,12.0
32538,713D20C043972AA8373CE2DFEA2DF4,CDB1333D0EEFD220D87ACCB1799466,5AA45CA60C779CF5117278D924DEE0,2016-12-01 04:18:00,2016-12-01 04:49:00,228095,509059,1.302102,103.8496,1.368084,103.9695,30.9,24.1,Street-Hailing,2021-12-29 04:18:54,2021-12-29 04:49:43,26.0,29.0,179,9.0
42388,3F6C9A5855BE888E2CB7DA1197EEE5,CC1F3695C18DF3D0DFC3EF088F6B36,957398971097024AF968CD9AC31E82,2016-12-01 06:11:00,2016-12-01 06:25:00,574045,79912,1.349501,103.847028,1.275207,103.845748,16.7,11.5,Booking,2021-12-29 06:11:59,2021-12-29 06:25:48,37.0,38.0,76,20.0
95342,BE35C2807E5F20509B578A6279D3D9,1B7ABD6DF2E3E5CEA0471D6B0A77B3,8B86C963F4CBFF478E8ED8D89FA425,2016-12-01 09:46:00,2016-12-01 10:07:00,560182,758168,1.377331,103.836343,1.45822,103.802369,14.55,12.1,Booking,2021-12-29 09:46:23,2021-12-29 10:07:04,59.0,61.0,112,20.0
99135,BA2DBE0E9209F8A158E91C5955EB97,D91A3620A0CA1F7213E8E978624918,FE511CE26A971E3C4D2A586D52BDE8,2016-12-01 09:59:00,2016-12-01 10:13:00,59725,218165,1.287177,103.8439,1.31517,103.8578,8.1,4.0,Street-Hailing,2021-12-29 09:59:13,2021-12-29 10:13:46,60.0,61.0,74,1.0
112903,194CEAFBFC0E7C7B0E9C650C75C3BC,6D16161D9880CFDCF1083B6F4E2A62,9B9563DE597A0214B95AF4C2DAFA04,2016-12-01 10:47:00,2016-12-01 10:52:00,238877,238896,1.30351,103.8331,1.300934,103.84,4.05,1.0,Street-Hailing,2021-12-29 10:47:36,2021-12-29 10:52:23,65.0,65.0,109,9.0
117427,64E9D72B462A649B4CCF57B8199B33,18E51B6FB9A7786ECB83E629D549EC,A29E24DD6395F39C2924A593A21BAF,2016-12-01 11:04:00,2016-12-01 11:17:00,819642,520418,1.362159,103.9901,1.358232,103.9475,11.95,8.5,Street-Hailing,2021-12-29 11:04:07,2021-12-29 11:17:16,66.0,68.0,36,17.0
38754,D6C42D5D5FCF81C3F7EC065FFE35DF,424E27B12793926D4192CF226761DE,AD9BF1094C807559783331C20C5CD5,2016-12-01 05:34:00,2016-12-01 05:44:00,389630,18970,1.314974,103.8913,1.281299,103.8584,10.35,5.8,Street-Hailing,2021-12-29 05:34:09,2021-12-29 05:44:37,33.0,34.0,91,14.0
99129,957FB641F2567103822675D0671BCE,3DA4AAB21C70984BCA0CFCAD627610,9D29CA75D79025D5526F8F008A5A5E,2016-12-01 09:59:00,2016-12-01 10:22:00,596468,569933,1.319258,103.775738,1.369017,103.848122,14.7,12.8,Booking,2021-12-29 09:59:11,2021-12-29 10:22:06,60.0,62.0,41,21.0
51772,2418537F1DF6C39E92AF5A260B616F,1F4EE71F7C66FB5404AB9FA40B67F6,22067CB54A7B24764186F1E48CB458,2016-12-01 07:13:00,2016-12-01 07:13:00,651290,651290,1.344646,103.7576,1.344646,103.7576,0.0,0.0,Street-Hailing,2021-12-29 07:13:00,2021-12-29 07:13:00,43.0,43.0,35,23.0
58081,E9B2B0FF483BC701DBF6FCFBF4D133,308974E05918FDCF87980D9F944CF8,D3C0A37D05788D239A850198AE5DC8,2016-12-01 07:40:00,2016-12-01 07:50:00,460140,427990,1.329951,103.9357,1.31495,103.9093,7.8,4.0,Street-Hailing,2021-12-29 07:40:35,2021-12-29 07:50:19,46.0,47.0,112,16.0
71035,C7E7E54E51A35DE545A95FE94192B1,07C58267C0BB361300CED4F15B164B,C22B139A2969E91FBAB537D46CC286,2016-12-01 08:27:00,2016-12-01 09:07:00,520880,49145,1.351443,103.931629,1.28566,103.847861,34.3,16.6,Booking,2021-12-29 08:27:39,2021-12-29 09:07:46,51.0,55.0,170,18.0
122481,EB186CCB6B6EB063C2741D4C166740,FEEA5D35E37469C5895E8A337328D2,9FDF7ECA1EF1019647DA18AE423821,2016-12-01 11:22:00,2016-12-01 11:43:00,518968,569084,1.372305,103.9625,1.388197,103.8496,14.0,16.3,Street-Hailing,2021-12-29 11:22:52,2021-12-29 11:43:58,68.0,70.0,109,18.0
98456,AD77B44B8C73AB31484E7321EAABC8,6D6947117D7B9150FA34C03FB8D91C,0050E2CECDF6F19DA5B76E7FA4FD4E,2016-12-01 09:57:00,2016-12-01 10:11:00,350120,408868,1.335157,103.8635,1.33295,103.8941,7.15,4.2,Street-Hailing,2021-12-29 09:57:00,2021-12-29 10:11:00,60.0,61.0,101,13.0
124334,17A5111D4D76BE38656C080D103362,07650B1BDC5A0CD2F195124B35C20E,C4C030B370D8D372C512AEB5A778A8,2016-12-01 11:29:00,2016-12-01 11:35:00,440087,437995,1.302638,103.9056,1.298761,103.8865,4.95,2.5,Street-Hailing,2021-12-29 11:29:27,2021-12-29 11:35:57,69.0,70.0,134,15.0
68501,D354D7C4AA2882CE2BAA489751C07C,B3D97F407EC77A18C38C77CBEBDF0C,A2FB3DE39E9E4C226F2B1625F53DD7,2016-12-01 08:18:00,2016-12-01 08:28:00,150005,238879,1.284534,103.817786,1.307644,103.82854,11.5,3.8,Booking,2021-12-29 08:18:54,2021-12-29 08:28:56,50.0,51.0,133,3.0
107182,DF468C5719FF0908995E0428695CDF,204EE6DD48764D97805EEC29BDF6F1,B333D59D46E2CBFBF17528597C6B91,2016-12-01 10:27:00,2016-12-01 10:39:00,510481,529620,1.373934,103.958832,1.356315,103.94444,9.2,4.5,Booking,2021-12-29 10:27:31,2021-12-29 10:39:40,63.0,64.0,94,18.0
119199,6F1FE8B473CDA2DF4683E6BD9AE7D0,7F2B9488154D7100E5A289E1917BA8,6F0D0C469C25990AE31747DD70496D,2016-12-01 11:10:00,2016-12-01 11:14:00,520803,528837,1.345189,103.9379,1.339975,103.9411,4.3,1.3,Street-Hailing,2021-12-29 11:10:49,2021-12-29 11:14:10,67.0,67.0,169,18.0
100494,9B69C1369E0BE2A37568C86AFE1476,D72D9D5C98A4167CFF384457983F50,B30D62C9D4F65E61142F51F58AA735,2016-12-01 10:03:00,2016-12-01 10:31:00,469332,819829,1.321835,103.931045,1.377201,103.997269,23.9,16.8,Booking,2021-12-29 10:03:58,2021-12-29 10:31:48,60.0,63.0,143,16.0
102160,B1171FCE472CE9F801D95F65FAC06F,E1D869703ED7CB6617EEF14B2CBAF0,C1B48B7C093744EAD5C9677C5A6DD9,2016-12-01 10:09:00,2016-12-01 10:30:00,328712,18983,1.328371,103.863614,1.279424,103.854182,12.35,7.5,Booking,2021-12-29 10:09:53,2021-12-29 10:30:05,61.0,63.0,159,12.0
122970,9C02F1FE5558FE5892899211CB1822,1DAE89C7400C7007EC48E676E90270,E36447EACBC45CAD9D8DED658E83A3,2016-12-01 11:24:00,2016-12-01 11:51:00,518156,329783,1.377223,103.959635,1.324989,103.85119,18.75,19.7,Booking,2021-12-29 11:24:31,2021-12-29 11:51:22,68.0,71.0,106,18.0
86506,AEAA98B78EC8855BDC4C9024423E34,F5DAEFE3F28472B8E88CC132432BC6,E50EE39042F115934CFDA4A710E2B3,2016-12-01 09:17:00,2016-12-01 09:32:00,436931,68811,1.296977,103.872312,1.299509,103.837,14.95,8.3,Booking,2021-12-29 09:17:59,2021-12-29 09:32:44,56.0,57.0,101,15.0
64680,8B1720AF489F4CA53090E7E372E781,8751EE436975464141F2E3B92709A2,D5A9F3E5C121CB696FE7DA80C8592F,2016-12-01 08:05:00,2016-12-01 08:31:00,600240,307987,1.341012,103.741525,1.319597,103.842258,22.35,15.1,Booking,2021-12-29 08:05:25,2021-12-29 08:31:00,48.0,51.0,80,22.0
108518,C95D545CFAEDF75F88DBA74535863B,26DF749D75152C64D8B8809CBA1098,D8F5B3BA1605F091080DC4D4C77CAB,2016-12-01 10:32:00,2016-12-01 10:48:00,520457,531981,1.357815,103.9537,1.380566,103.8806,13.17,12.6,Street-Hailing,2021-12-29 10:32:00,2021-12-29 10:48:00,63.0,65.0,43,18.0
77931,E62DED60B19A3124BCE3753B786DD3,BCBC1BAF5463C2A23B3A788C127C0D,35405030A0BF74C94DBFC9E3E135A6,2016-12-01 08:50:00,2016-12-01 09:21:00,80106,498836,1.299509,103.837,1.360792,103.9731,24.15,23.7,Street-Hailing,2021-12-29 08:50:46,2021-12-29 09:21:01,53.0,56.0,93,2.0
87078,23C2D3D3B4AFCDB9C11F11E1FB98C3,540C75C64B75DBDC7BCB57C18D89F5,BCBDBC37B03A8A7E59F3DF51718A45,2016-12-01 09:19:00,2016-12-01 09:45:00,530536,307677,1.377232,103.8894,1.325389,103.8415,14.0,10.8,Street-Hailing,2021-12-29 09:19:44,2021-12-29 09:45:09,56.0,58.0,112,19.0
114766,D0FD7D5CCBF60B85ECD4CB3E1449C2,C259B76C02A6700A00DDAAB2B56E5D,74F29E980A2919B325339D343A9B5B,2016-12-01 10:54:00,2016-12-01 11:20:00,208767,768828,1.307878,103.8627,1.423798,103.8384,16.45,19.2,Street-Hailing,2021-12-29 10:54:18,2021-12-29 11:20:13,65.0,68.0,95,8.0
125277,B75386CAC5354322CCE40CDA230CE3,39CA942726A2F36E117FE2C9ADA2EF,0CFD4CD692A5973C69D9AABB7AB0A8,2016-12-01 11:32:00,2016-12-01 11:43:00,238867,228210,1.30219,103.8363,1.306595,103.8318,6.05,2.2,Street-Hailing,2021-12-29 11:32:45,2021-12-29 11:43:13,69.0,70.0,81,9.0
97831,E2E716F97A8BBF276997A5A6930DFA,0325FDE04BC6D7364BA7A149B8C00C,1EBA20081066F33300D673D997036E,2016-12-01 09:54:00,2016-12-01 10:06:00,750311,738966,1.446705,103.822436,1.444847,103.784147,9.2,4.6,Booking,2021-12-29 09:54:52,2021-12-29 10:06:02,59.0,61.0,34,27.0
97454,CA1507BA39B9099E1D3F65AAE74801,1D1A848DE313F59FB939F025D842D0,75CAF739CBC6DDB918B2D071050F14,2016-12-01 09:53:00,2016-12-01 10:05:00,120110,149598,1.322855,103.770649,1.303007,103.796334,9.95,4.8,Booking,2021-12-29 09:53:30,2021-12-29 10:05:38,59.0,60.0,83,5.0
103048,2841AF844AA9C965142965CA0E424D,88D8E2681731FE9611D52D037B0EA1,B167CEF360E30B7BBFB5DD83F5BDEA,2016-12-01 10:12:00,2016-12-01 10:35:00,238859,99599,1.30451,103.8362,1.299509,103.837,10.2,8.6,Street-Hailing,2021-12-29 10:12:54,2021-12-29 10:35:44,61.0,64.0,149,9.0
32967,475297659A3AEC4BB40EE6DAB1CC63,A367F43CC063547FAFACF7F8A5662D,4AC4570F2F43D9ABA88E5E7EBF4F49,2016-12-01 04:24:00,2016-12-01 04:36:00,760754,738733,1.426959,103.8339,1.450379,103.8113,10.75,5.5,Street-Hailing,2021-12-29 04:24:32,2021-12-29 04:36:08,26.0,28.0,113,27.0
43467,3AD19E8D8AAF76799799FBE822506E,B37770C77DE4C404CE89C92DD5D4B9,E4A46677420DFAA9661159B9B71FB4,2016-12-01 06:20:00,2016-12-01 07:04:00,120410,499547,1.311412,103.7697,1.366246,103.976,33.7,36.5,Street-Hailing,2021-12-29 06:20:38,2021-12-29 07:04:40,38.0,42.0,130,5.0
105238,23A29E4E469FD79D4A9BC81D50E8AA,4430B228CB70CBDCE3FF9027EDBAE1,88F8FD27EB5C7CC41AB08C54E73A30,2016-12-01 10:20:00,2016-12-01 10:49:00,590002,455298,1.339168,103.775206,1.31329,103.928821,20.3,23.0,Booking,2021-12-29 10:20:37,2021-12-29 10:49:32,62.0,65.0,94,21.0
80861,4C96AC7526FBF213C3195BC4A7D60B,D50BF4EB2895325CAA44CF1ABA076E,4A3134FE2AC7CC26FDBCEEE402374F,2016-12-01 09:00:00,2016-12-01 09:12:00,79912,38986,1.275207,103.8457,1.294611,103.8597,8.1,2.8,Street-Hailing,2021-12-29 09:00:15,2021-12-29 09:12:11,54.0,55.0,152,2.0
110488,F261C12F34A42A447452252C6C8896,C9243B40B4368DE33DE84F9C64BF9B,FE0BE9AA0F536D09933525786F5B0B,2016-12-01 10:38:00,2016-12-01 10:42:00,190462,188770,1.304635,103.8612,1.301171,103.8572,3.85,0.6,Street-Hailing,2021-12-29 10:38:55,2021-12-29 10:42:15,64.0,64.0,88,7.0
76390,BE8F6E232C1DEE0B1AEC4D8A79CEEF,5135C83106135F45410D25268294F0,42AEFCE67D4ADCF4440E3B406ADC18,2016-12-01 08:46:00,2016-12-01 08:50:00,159949,148951,1.291152,103.8074,1.296864,103.8008,5.05,1.2,Street-Hailing,2021-12-29 08:46:00,2021-12-29 08:50:00,53.0,53.0,124,3.0
81479,0C0F0F707D74DCCECF2827483972F3,FD8BA8CF029DE76C026A687CFF7F3A,1D8B32D1FBA8F9DE42895F011FD047,2016-12-01 09:02:00,2016-12-01 09:10:00,160113,100076,1.280312,103.8256,1.274416,103.8086,7.35,2.6,Street-Hailing,2021-12-29 09:02:02,2021-12-29 09:10:15,54.0,55.0,35,3.0
61982,510E7A2F59EDA020EB3EAFF506CDF8,4425373C6B8B41FFC4C137E5EA6538,5BE235042ACE606C6D3B7562764F42,2016-12-01 07:55:00,2016-12-01 08:33:00,819642,141052,1.362159,103.9901,1.293261,103.8081,30.9,27.1,Street-Hailing,2021-12-29 07:55:34,2021-12-29 08:33:07,48.0,51.0,148,17.0
110171,1E584B2BCDCA8BA010B1CFEBEAEA04,76B61A36BE655B0605DFB22B9E3E2F,C326FF2DEC78C8B2E1FE3F020EDE59,2016-12-01 10:37:00,2016-12-01 11:04:00,69333,537003,1.299509,103.837,1.344699,103.885362,20.0,22.6,Booking,2021-12-29 10:37:44,2021-12-29 11:04:54,64.0,66.0,57,1.0
48778,BC1B0EAA04C5D0335873E2780255F8,A34C21860355ECE0C83B1A4D8DF8A4,EFF4E4C7B957CA42CF9DFA4C97BA23,2016-12-01 06:56:00,2016-12-01 07:26:00,520139,118176,1.34669,103.9565,1.283478,103.7886,24.95,25.8,Street-Hailing,2021-12-29 06:56:24,2021-12-29 07:26:33,42.0,45.0,86,18.0
112890,FD25A613D6AD630E4E3F75AAAFCF09,C2C2A650A4FD5DFC36F809E729B526,22B3CA19A38D1C66C8EE7221369528,2016-12-01 10:47:00,2016-12-01 11:06:00,544121,486030,1.385794,103.905409,1.33571,103.966545,14.05,12.8,Booking,2021-12-29 10:47:32,2021-12-29 11:06:57,65.0,67.0,110,19.0
68373,39A1A4313B6D8134C066B7C5DE90D4,04F19F6ECB6353854729946A6DBCC1,F2F7C0AB07B5CF368BCDBFB2475BD0,2016-12-01 08:18:00,2016-12-01 08:56:00,545029,408941,1.388678,103.9081,1.325133,103.8942,19.45,10.3,Street-Hailing,2021-12-29 08:18:22,2021-12-29 08:56:28,50.0,54.0,69,19.0
117010,2C81092382B99D2B02F656AD045708,981E92AD7550C5C386EF47958C7FCE,3D000175C51BC50173333798898255,2016-12-01 11:02:00,2016-12-01 11:17:00,169568,228095,1.287275,103.8279,1.302102,103.8496,8.1,4.3,Street-Hailing,2021-12-29 11:02:37,2021-12-29 11:17:39,66.0,68.0,54,3.0
