No,Booking_ID,Vehicle_ID,Driver_ID,Trip_start_DT,Trip_end_DT,Start_Post,End_Post,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Fare,Distance,Order_Type,Start_Time,End_Time,Start_Slot,End_Slot,Patience_Level,DistrictCode
73313,7C9793D2ABA45B4047156A8534551D,72D538E0A2A41BBB2DE7B3BD7FAA8D,8B5E9C176979697EE04F9810670C96,2016-12-01 08:35:00,2016-12-01 09:01:00,530420,189702,1.37578,103.89465,1.296485,103.856559,23.85,15.1,Booking,2021-11-25 08:35:41,2021-11-25 09:01:52,52.0,54.0,48,19.0
127126,4689267A90B33F55D92590828F74E3,F81AC22ADFF0D30654F15D00EC3BC8,ADB695FD05FFFC9086100027F7304C,2016-12-01 11:39:00,2016-12-01 11:46:00,18989,59499,1.282387,103.8524,1.283821,103.8446,5.65,1.3,Street-Hailing,2021-11-25 11:39:07,2021-11-25 11:46:03,70.0,71.0,140,1.0
131755,9BF3B874F2D258D75BA0E525EDB0D8,331A1A853BB2219DBD7DBCAC80F205,7A739AF7034C9C90DA9188822942B2,2016-12-01 11:54:00,2016-12-01 12:10:00,160090,268661,1.29114,103.8333,1.328473,103.7968,8.95,7.8,Street-Hailing,2021-11-25 11:54:51,2021-11-25 12:10:11,71.0,73.0,43,3.0
117736,471849899D122A143B458B9123981A,60003E3240F61888B34022E3797B29,599608E51CC306A692DE1C34182C49,2016-12-01 11:05:00,2016-12-01 11:08:00,518176,518457,1.370543,103.9456,1.372567,103.9502,6.15,0.8,Street-Hailing,2021-11-25 11:05:12,2021-11-25 11:08:19,66.0,67.0,146,18.0
91570,514B6F093175512EFA4F515EEAB675,DDB14EB70B1606F1F6201E510FBF02,5F7E1965FEC48C24A0759F47BAD68A,2016-12-01 09:34:00,2016-12-01 09:54:00,370054,575717,1.323921,103.8875,1.35994,103.8377,10.0,9.8,Street-Hailing,2021-11-25 09:34:00,2021-11-25 09:54:35,57.0,59.0,142,13.0
90201,307848A583D5E22034EBE155298329,57F4ABE8AD349524185EF44215F32A,7D30A347E2E8ED6F2CBA4D27A7531D,2016-12-01 09:29:00,2016-12-01 09:46:00,207223,79903,1.310965,103.856944,1.276109,103.845924,12.55,5.3,Booking,2021-11-25 09:29:26,2021-11-25 09:46:50,57.0,59.0,32,8.0
52971,5F72B9D51738FFA2CD714CDACEC646,BC1CE333955C06471C85964A0A7D3C,FD64F9411158B944DA634592E807FD,2016-12-01 07:19:00,2016-12-01 07:38:00,650116,138649,1.349587,103.7463,1.301044,103.79,17.35,10.3,Street-Hailing,2021-11-25 07:19:03,2021-11-25 07:38:46,44.0,46.0,127,23.0
55741,43675D577A02CCC7BE54CB252C4406,5B59CEA9AE7B256ED0D5C234167F35,7BE68F44B797FD6FF7A782CE801AF8,2016-12-01 07:31:00,2016-12-01 07:55:00,760402,339569,1.426676,103.8473,1.314838,103.8629,18.7,15.6,Street-Hailing,2021-11-25 07:31:27,2021-11-25 07:55:04,45.0,48.0,98,27.0
45595,E040E897E5B6A12E7BBB3A81A88C68,2FF360CDD1A138E480495BAB4BDA3C,E169619CE8C9BB839D56A95789F8F9,2016-12-01 06:36:00,2016-12-01 06:42:00,560502,569113,1.375694,103.8499,1.385588,103.8487,5.9,1.8,Street-Hailing,2021-11-25 06:36:00,2021-11-25 06:42:00,40.0,40.0,58,20.0
63752,19905B2F822C87EFCD35B7CF914FD7,AB9ED0E548366375AC270EAEF65788,75A65E00CF87515FAD6D03F816E308,2016-12-01 08:02:00,2016-12-01 08:41:00,510601,307684,1.377653,103.9436,1.319831,103.844,27.3,18.1,Street-Hailing,2021-11-25 08:02:06,2021-11-25 08:41:10,48.0,52.0,102,18.0
52999,FD641CD372B878DF74EDCA8F50D891,29BD519660194473A50FB68107212E,ED89712C2929EE2FBDE4AEA481F5EA,2016-12-01 07:19:00,2016-12-01 07:27:00,228314,188770,1.30954,103.837778,1.301171,103.857198,12.3,3.0,Booking,2021-11-25 07:19:13,2021-11-25 07:27:50,44.0,45.0,33,9.0
131083,FB785B82AD7650A4EB73C50007545A,725EF7D3DB4E415522F2F3A5DE29B6,FBBCF43238BD5A7EB5C7D0E7D2FF73,2016-12-01 11:52:00,2016-12-01 12:24:00,39594,787058,1.290989,103.8574,1.38542,103.8407,17.55,18.3,Street-Hailing,2021-11-25 11:52:28,2021-11-25 12:24:48,71.0,74.0,76,1.0
80125,420219D471433E5BA6DC74AD6D7D1D,814A1887FFE16E3E7729780E6B47BB,3665AD6B4E010E416149B461EADD2B,2016-12-01 08:57:00,2016-12-01 09:16:00,520845,400305,1.352176,103.9348,1.329438,103.9023,11.4,7.0,Street-Hailing,2021-11-25 08:57:58,2021-11-25 09:16:42,54.0,56.0,93,18.0
83005,69CA06117ACF8B0215AF33F1D63C12,4DEF09CC3F3A527F12DB5147CFCF1A,D155E42C6D851198FAF8EAD91C43B9,2016-12-01 09:07:00,2016-12-01 09:33:00,258461,120511,1.307345,103.8238,1.310355,103.760338,18.35,9.9,Booking,2021-11-25 09:07:00,2021-11-25 09:33:00,55.0,57.0,75,10.0
99223,CA356929077A0B726022B99348FE11,FE9F38834F09AABC78B0D8669F8FF9,41B3438AD1AB105AD929AD5C4967BD,2016-12-01 09:59:00,2016-12-01 10:23:00,159961,348548,1.289449,103.80502,1.329571,103.874301,14.3,13.6,Booking,2021-11-25 09:59:33,2021-11-25 10:23:01,60.0,62.0,87,3.0
116718,798FBB951362E4ABC51DB2EC79B0AD,D2C33CAA8FEB611655F55FA6E99463,B91EFD2737481AED9D6B4032F4407B,2016-12-01 11:01:00,2016-12-01 11:17:00,307462,18971,1.315303,103.8446,1.281526,103.8594,10.75,6.6,Street-Hailing,2021-11-25 11:01:33,2021-11-25 11:17:00,66.0,68.0,151,11.0
46276,E4FBE60BF4486BA8E7563369089E61,41DB569F760BE91236971064BCE7E3,261E0D4D656161677B39639DFAE49F,2016-12-01 06:40:00,2016-12-01 06:58:00,532476,307506,1.373745,103.90237,1.321061,103.844476,18.05,13.6,Booking,2021-11-25 06:40:19,2021-11-25 06:58:00,40.0,42.0,164,19.0
87932,A1646216255504643B7ACB54B0F1C8,AA60691F82B1DBF8A5CA5ABD64CBF4,C2F91E5BD704E6761730E7BE0CF18C,2016-12-01 09:22:00,2016-12-01 09:38:00,518219,569880,1.37262,103.942824,1.377918,103.875414,15.0,10.1,Booking,2021-11-25 09:22:14,2021-11-25 09:38:44,56.0,58.0,165,18.0
111733,283E5DD4122A30A121B464E3CC3536,6E8104C6CE2718B58A633D430340DD,CBEB89FC4AF64AE8DF7106C420C955,2016-12-01 10:43:00,2016-12-01 10:57:00,90109,159964,1.299509,103.837,1.287587,103.8014,7.85,4.5,Street-Hailing,2021-11-25 10:43:18,2021-11-25 10:57:34,64.0,66.0,178,4.0
109419,9C31AC3250FECA2BD6AC631C673C3B,24ACE6113E7A3FAF7224FFF7289318,3A847C607A8E7E68BC9EBE7FCC19CF,2016-12-01 10:35:00,2016-12-01 10:39:00,520827,521878,1.349652,103.9339,1.352082,103.9316,4.05,1.1,Street-Hailing,2021-11-25 10:35:12,2021-11-25 10:39:07,64.0,64.0,59,18.0
107141,F89335F8E69E09A0E77C5B3CA253B7,E087FF2E9618197D24098C5A241765,F573636F89CB44FAA4831F72293ACD,2016-12-01 10:27:00,2016-12-01 10:48:00,521232,18983,1.356364,103.948738,1.279424,103.854182,24.5,21.8,Booking,2021-11-25 10:27:17,2021-11-25 10:48:21,63.0,65.0,42,18.0
132657,B11333ED6A8213729966CFED4C3EAD,6493A40E08365527EF96B7A8E3275C,95B4FD2E919D1BA7980511ED5C2083,2016-12-01 11:57:00,2016-12-01 12:25:00,109684,58556,1.28199,103.803,1.282394,103.845,13.5,6.8,Street-Hailing,2021-11-25 11:57:43,2021-11-25 12:25:47,72.0,74.0,140,4.0
118107,5794240AF5845E20FEBE612A68882F,A2B47F4AB59435116D6C786D522887,11EB777AD0CDEE850DFEB1F79978E8,2016-12-01 11:06:00,2016-12-01 11:23:00,530709,787824,1.367031,103.8881,1.387369,103.8279,9.35,8.8,Street-Hailing,2021-11-25 11:06:36,2021-11-25 11:23:25,67.0,68.0,32,19.0
124310,17A5111D4D76BE38656C080D103362,D49B3D62705048188C2FB968D6B9B1,F0C868EEC627FA6A6F6C66DFC7C2CC,2016-12-01 11:29:00,2016-12-01 11:48:00,640834,599489,1.343257,103.6943,1.332823,103.7725,12.9,14.1,Street-Hailing,2021-11-25 11:29:22,2021-11-25 11:48:57,69.0,71.0,57,22.0
35226,E578143219707014D6ADD6C0E0756E,00C85A5FDE1F8D04D630154701FA13,E2594BE925BA7872C0B3727C320E9E,2016-12-01 04:52:00,2016-12-01 05:03:00,350122,560450,1.334928,103.8661,1.368487,103.8554,10.75,6.1,Street-Hailing,2021-11-25 04:52:32,2021-11-25 05:03:11,29.0,30.0,53,13.0
38508,B2E80C94F18CFBF4D00A13D2992A92,034A810584BCC9FBC61E0582F6E2CA,AB477557DC0D9902970952D3511F8F,2016-12-01 05:31:00,2016-12-01 05:50:00,680758,577108,1.393298,103.746158,1.354341,103.839102,22.25,17.2,Booking,2021-11-25 05:31:19,2021-11-25 05:50:16,33.0,35.0,117,23.0
79913,8F8688B9B6F54926FC2E1205C3A102,925BF1DF601EE5C82C1F7BFD51D7C0,79AA8A43930C5902406B0C983CE2CF,2016-12-01 08:57:00,2016-12-01 09:12:00,760642,757437,1.421045,103.837298,1.463076,103.81437,14.25,6.0,Booking,2021-11-25 08:57:07,2021-11-25 09:12:28,54.0,55.0,53,27.0
104119,07DEBC3F28D3D84E12EB89A826E3EF,968CF1569EE97F3397C757648F7708,E94ED49CB08D8CB989F23597499C8E,2016-12-01 10:16:00,2016-12-01 10:25:00,238307,179101,1.294255,103.840789,1.293497,103.852787,7.9,2.4,Booking,2021-11-25 10:16:40,2021-11-25 10:25:30,62.0,62.0,123,9.0
75932,0B8C940BC8CA4EC18651C8BE012EAB,A734EE1420B6F43DFDD59D5FA15645,26F6C3B7715FE5851D95758A8FCB76,2016-12-01 08:44:00,2016-12-01 08:48:00,640758,640826,1.350139,103.700314,1.346103,103.694069,8.35,0.8,Booking,2021-11-25 08:44:27,2021-11-25 08:48:40,52.0,53.0,131,22.0
127823,ABF1C516F8FC3E92CC51ACBFF78967,7A081FA689CAF6035CBF2797E3A948,1CC301D026F8A90FEA3E24EB3A1483,2016-12-01 11:41:00,2016-12-01 11:54:00,69542,188061,1.299509,103.837,1.302352,103.8579,7.4,3.2,Street-Hailing,2021-11-25 11:41:33,2021-11-25 11:54:53,70.0,71.0,96,1.0
82285,A0B34956A55BCC7FE86B9BF1F7166B,3F09F48005DC98088FE6A9B6BE8BD0,03104CC223E615680F557D22362E19,2016-12-01 09:04:00,2016-12-01 09:12:00,79911,39595,1.27372,103.8445,1.292001,103.8587,7.35,2.7,Street-Hailing,2021-11-25 09:04:42,2021-11-25 09:12:07,54.0,55.0,128,2.0
55598,3E0E0DF80F3AAA1C21A67256F42681,F20854E972448FAB6FB7643DE87967,41544570F0F548640D3A2DA6B88931,2016-12-01 07:30:00,2016-12-01 07:36:00,238258,18989,1.291844,103.8364,1.282387,103.8524,9.55,2.2,Street-Hailing,2021-11-25 07:30:55,2021-11-25 07:36:24,45.0,46.0,136,9.0
38958,1BF8A1977540111E587668F9BB62DD,A772B1D3591642EC1EDAC06DEA3932,B2E8D8E0A1B8AB7678B06CB6C519F5,2016-12-01 05:36:00,2016-12-01 05:46:00,330054,169632,1.324051,103.868,1.288404,103.8363,11.7,8.6,Street-Hailing,2021-11-25 05:36:28,2021-11-25 05:46:00,34.0,35.0,85,12.0
121069,039313CC2CB63EBA744ED69B698BEC,E965B545944FB0EF2D67826570A6D0,37A9813006CE262EB1ABD8F36EB14E,2016-12-01 11:17:00,2016-12-01 11:29:00,119963,129809,1.273673,103.8014,1.326603,103.7634,8.5,8.6,Street-Hailing,2021-11-25 11:17:43,2021-11-25 11:29:20,68.0,69.0,123,5.0
63756,3CF7FC7026F7CA7F91D0E9BE4E9550,939F9B4C2A6FCF485200ECD27929A7,74255890DFD85132BDF8EFD0EABF3F,2016-12-01 08:02:00,2016-12-01 08:14:00,229545,209011,1.307733,103.8302,1.31354,103.8599,10.95,5.0,Street-Hailing,2021-11-25 08:02:07,2021-11-25 08:14:19,48.0,49.0,55,9.0
36376,59BCBEFED791930445D50AA945F951,8AA8284D567B98A9B107D7776B6294,537F35E68D2D1CD80C9EE72836BD8A,2016-12-01 05:06:00,2016-12-01 05:11:00,229617,327720,1.301216,103.8417,1.322557,103.853,9.45,4.6,Street-Hailing,2021-11-25 05:06:01,2021-11-25 05:11:39,31.0,31.0,169,9.0
121318,DBCD3462BC5C3A71659AC3D4AC460A,1D2AFCB3ECC8C0ED5ED7B684602C46,61582D4767A85ED2E42C5E1757C414,2016-12-01 11:18:00,2016-12-01 11:49:00,569880,39593,1.377918,103.875414,1.292937,103.857002,16.55,12.8,Booking,2021-11-25 11:18:33,2021-11-25 11:49:32,68.0,71.0,155,20.0
42872,A62071CCA3C4CED200C640A5310851,055A0E2B42DAED7F56AE3C644DEE93,8E247C1667D05F1F2E0E0D46B13FE1,2016-12-01 06:16:00,2016-12-01 06:38:00,732570,139948,1.430924,103.7908,1.293939,103.7882,19.65,21.1,Street-Hailing,2021-11-25 06:16:05,2021-11-25 06:38:32,38.0,40.0,79,25.0
82013,F616DEC4442D8DA8470AD5BBD93122,9F974F508E7E14EF74A84AD67F18AE,96075CA663B76D43A49DD2D52FAD8E,2016-12-01 09:03:00,2016-12-01 09:08:00,670180,669646,1.379079,103.764799,1.371912,103.759283,8.65,1.7,Booking,2021-11-25 09:03:53,2021-11-25 09:08:41,54.0,55.0,120,23.0
66748,7CF4DA8B3252CFEE2124B751F593AE,E853E8C3D1676C7EB505DEF2812FF6,7A4C94BCE041B08A030F030C3A51A7,2016-12-01 08:12:00,2016-12-01 08:26:00,188061,228211,1.302352,103.8579,1.306431,103.8328,8.95,3.5,Street-Hailing,2021-11-25 08:12:58,2021-11-25 08:26:26,49.0,51.0,55,7.0
50319,E7F2958A4165BDF3890E8F89FE6DB2,A21AF76FEA9029A43A8A7B0D4E60FD,4901D50E049C68F934DFF03B85C21B,2016-12-01 07:05:00,2016-12-01 07:37:00,658074,628438,1.349274,103.7491,1.302664,103.6551,19.65,15.3,Street-Hailing,2021-11-25 07:05:17,2021-11-25 07:37:41,42.0,46.0,92,23.0
61003,DAA6B60CAB756E7E0C0ABB4C7B6A34,F98A4BD991EBCC752A9311D78EBE43,128FCE082F53C378C9FB39500EFE26,2016-12-01 07:51:00,2016-12-01 07:57:00,753350,759947,1.449869,103.8203,1.459976,103.8227,5.65,1.7,Street-Hailing,2021-11-25 07:51:58,2021-11-25 07:57:21,47.0,48.0,105,27.0
92689,B7953A236510D244E81226BCAFFCEA,E27D65713E20AF2C4B6AA0354BA2A1,129E387CCDAA9AB9B35BD78F8A0E7B,2016-12-01 09:37:00,2016-12-01 10:05:00,640533,319757,1.348864,103.7165,1.340715,103.8467,18.25,19.1,Street-Hailing,2021-11-25 09:37:35,2021-11-25 10:05:29,58.0,60.0,79,22.0
124086,0E76A40B38A692B046D07ACD7D69FC,C8EEF8C46A646E56ACE9E85B1A183A,EE82E447C51FCFBDE50E42022E99FF,2016-12-01 11:28:00,2016-12-01 11:32:00,570170,570514,1.346476,103.8534,1.350139,103.8498,4.35,0.8,Street-Hailing,2021-11-25 11:28:29,2021-11-25 11:32:13,69.0,69.0,71,20.0
44502,83A866613671A2FEF3898E750A96FD,AAF930E27555D5E99D0379E5EE649F,995DCD815D59D06EEEFD2D4D665AA0,2016-12-01 06:28:00,2016-12-01 06:47:00,600337,556083,1.349753,103.731808,1.350644,103.871806,21.95,19.0,Booking,2021-11-25 06:28:31,2021-11-25 06:47:22,39.0,41.0,121,22.0
125799,442B1C8A8388C6443BAB69D66FEBB8,AA6AE66BE8378592FCD4D51C63D039,E099C0903D1FB614CF3391B7E8BD20,2016-12-01 11:34:00,2016-12-01 11:51:00,238873,48441,1.302707,103.8343,1.282983,103.8491,8.0,4.1,Street-Hailing,2021-11-25 11:34:40,2021-11-25 11:51:20,69.0,71.0,55,9.0
43445,FEC422B90D7595150C1AEAE462D032,EE65331968294C5849A7B8FA07A1A8,E7875484B6E7DCEF8DC949A519C858,2016-12-01 06:20:00,2016-12-01 06:42:00,150036,400345,1.288489,103.8087,1.326303,103.8988,19.35,15.0,Street-Hailing,2021-11-25 06:20:27,2021-11-25 06:42:42,38.0,40.0,103,3.0
106366,522902214035F676C36E4C718533E9,05B52182BD86C1FD94B112A1F126EF,C033059B5040D6E6CF96DA39A26D3F,2016-12-01 10:24:00,2016-12-01 10:46:00,460132,48581,1.327816,103.936436,1.281304,103.850834,15.9,14.3,Booking,2021-11-25 10:24:37,2021-11-25 10:46:53,62.0,65.0,65,16.0
115458,43D9439C05718919C6B4DF1D4FB8BA,840628C1711DCCCB1549C01EE7CA48,C852100078107B1A8C2ACA7BB8EEDF,2016-12-01 10:57:00,2016-12-01 11:33:00,120355,498833,1.314536,103.7694,1.314525,103.9887,24.9,30.7,Street-Hailing,2021-11-25 10:57:01,2021-11-25 11:33:00,66.0,69.0,50,5.0
54360,8BEBD0BC4D97680CB0F1820CF1BEB4,B65708EF3876931995010BEA8D02A4,C54D7FA40879EF088EF8C5837B2B6A,2016-12-01 07:25:00,2016-12-01 08:06:00,739044,169608,1.432563,103.7742,1.278978,103.8342,30.05,27.7,Street-Hailing,2021-11-25 07:25:33,2021-11-25 08:06:01,44.0,49.0,163,25.0
54578,EF11C1AC234304143CDBBC8E7909D2,55A65BA9C2FD6A83D2CBA9304E3A0C,58C40924F73656D2C190BB90BA2432,2016-12-01 07:26:00,2016-12-01 07:40:00,510236,529203,1.374362,103.96257,1.357257,103.946039,13.4,4.5,Booking,2021-11-25 07:26:24,2021-11-25 07:40:36,45.0,46.0,58,18.0
114148,FF8D0D27965F56C03F64A6F049E465,97B26E7DB9D063F73C82721C6E3F97,7E24BA9CDC6F9C510B539BF2A74FE3,2016-12-01 10:52:00,2016-12-01 11:16:00,550255,529509,1.355039,103.8708,1.352738,103.9438,12.7,10.2,Street-Hailing,2021-11-25 10:52:02,2021-11-25 11:16:15,65.0,68.0,40,19.0
48905,06C7F734683E4CD66CB15F76181F46,CC096F1C3ADCCFBB79ED57C53CE229,070BF1F44218DE00B8323FD52A60BD,2016-12-01 06:57:00,2016-12-01 07:30:00,471747,138522,1.336504,103.921348,1.299779,103.788329,28.75,26.7,Booking,2021-11-25 06:57:12,2021-11-25 07:30:14,42.0,45.0,114,16.0
103160,75C004084FEC8661857BA42A80958F,2D4162D3277B8210C2E15B0C1A9448,1EB19BD78A63C44AABAB073516E01E,2016-12-01 10:13:00,2016-12-01 10:22:00,762430,569141,1.420661,103.848166,1.387928,103.844052,9.95,6.9,Booking,2021-11-25 10:13:15,2021-11-25 10:22:00,61.0,62.0,123,27.0
63441,1CB7A91FB2B4C2545BAE835F73A14A,0EF764C10E312BCF2A66E2BA904B7B,D42D51F854199C7D7503861FD35AF8,2016-12-01 08:00:00,2016-12-01 08:07:00,189558,68809,1.295621,103.8527,1.299509,103.837,7.85,2.2,Street-Hailing,2021-11-25 08:00:56,2021-11-25 08:07:54,48.0,49.0,109,7.0
66373,E1679C6E77A06A49F9035A9FAC2F15,AD239BD49D790F8DC4540B79C0BF55,142D2CA6D38B75670C308B8F95125C,2016-12-01 08:11:00,2016-12-01 08:23:00,640191,649845,1.343842,103.711819,1.344394,103.720999,12.05,3.0,Booking,2021-11-25 08:11:36,2021-11-25 08:23:01,49.0,50.0,118,22.0
100546,2D04F8CAAE2B95BD863164A484306F,F4FD11613170F76146B778A9FF9D89,1A1AE3BF990E0018B0AF540EC5E082,2016-12-01 10:04:00,2016-12-01 10:09:00,608549,609915,1.333067,103.7437,1.324817,103.7503,5.0,2.0,Street-Hailing,2021-11-25 10:04:06,2021-11-25 10:09:34,60.0,61.0,62,22.0
64199,069741AA4A34675D79B745C1EFB377,9E7B0B901775E7CBC3FC203C4B0FD0,82BF885300D7266871F18E51737F6B,2016-12-01 08:03:00,2016-12-01 08:26:00,760868,579828,1.413699,103.837466,1.359262,103.852445,17.0,8.5,Booking,2021-11-25 08:03:44,2021-11-25 08:26:18,48.0,51.0,127,27.0
32488,0C8E6E2A2E91B6C658780097E5A851,8155237BB1948C18668CD97B26639E,43590A352F53EE71FEEBFBE4C02096,2016-12-01 04:18:00,2016-12-01 04:26:00,160048,289876,1.289225,103.8259,1.324088,103.8141,10.35,6.9,Street-Hailing,2021-11-25 04:18:08,2021-11-25 04:26:43,26.0,27.0,82,3.0
120207,694C1C508C622E4A98CF742F2FAFAC,40AE6CA29D76D35E18277CD051EB28,8AF758FCF58D130327C62625BE7274,2016-12-01 11:14:00,2016-12-01 11:36:00,179094,417938,1.28983,103.849601,1.331578,103.903465,13.4,9.8,Booking,2021-11-25 11:14:33,2021-11-25 11:36:07,67.0,70.0,47,6.0
103299,A643803E4AA9C710E1892BE3C01AB2,9E76D986AFEA3A7E45A437CD6A3D2C,39BF78A1284DB851159ECC35474795,2016-12-01 10:13:00,2016-12-01 10:24:00,350115,569739,1.337282,103.8628,1.359282,103.8547,9.0,5.4,Street-Hailing,2021-11-25 10:13:46,2021-11-25 10:24:59,61.0,62.0,110,13.0
95550,40945FD5747E17DDA06B0B58E54099,DE47319539761636E77B7CBB53EA47,D3DB99DF2734261E5277E5E939F68A,2016-12-01 09:47:00,2016-12-01 09:55:00,570173,299939,1.347746,103.8542,1.338223,103.8327,5.6,3.5,Street-Hailing,2021-11-25 09:47:06,2021-11-25 09:55:46,59.0,60.0,172,20.0
120175,FA5F0FCAB9F5C0B0432180F7E2FDCE,9963593A48733C59CCAA6A5D668066,CD2AD97D4E50510AE3DB928753E160,2016-12-01 11:14:00,2016-12-01 11:18:00,188018,49213,1.297377,103.8527,1.285655,103.8539,4.8,1.6,Street-Hailing,2021-11-25 11:14:24,2021-11-25 11:18:53,67.0,68.0,138,7.0
126776,521927EB315620132956E049688388,8D485E845E9F361D433D5BFC0BD6E4,C52F823B0DAD1FCC379B9AB86A1806,2016-12-01 11:37:00,2016-12-01 11:48:00,308380,266348,1.317164,103.843,1.323434,103.7999,6.7,5.6,Street-Hailing,2021-11-25 11:37:58,2021-11-25 11:48:07,70.0,71.0,80,11.0
83224,A55E9D04BC7DC4DCAFFF30B9442DB2,D24416CF3530B44D6FA1EEC2810D22,4EBCFA46D1D2E514D4681D84AE2E97,2016-12-01 09:07:00,2016-12-01 09:08:00,88865,88877,1.299509,103.837,1.299509,103.837,6.6,0.0,Street-Hailing,2021-11-25 09:07:45,2021-11-25 09:08:26,55.0,55.0,58,2.0
33270,DFC248742F21067553688FCD6BA045,3FEC31BE9F1FF9DF9AC516DEAD5CBA,CB7ABED7E565FEE008E85679320165,2016-12-01 04:28:00,2016-12-01 04:34:00,730718,730302,1.441552,103.8009,1.431536,103.7746,7.75,3.5,Street-Hailing,2021-11-25 04:28:32,2021-11-25 04:34:26,27.0,27.0,63,25.0
57449,2310D894E07129583A0DC7426AFEB5,0F7C43801DAFE8DBAEF6415D1FA0B7,447FB7F6F6D4C74C3D0B111E1CBF38,2016-12-01 07:38:00,2016-12-01 07:55:00,278740,68912,1.308891,103.801475,1.299509,103.837,15.55,9.8,Booking,2021-11-25 07:38:20,2021-11-25 07:55:23,46.0,48.0,52,10.0
130057,474DECBFA63A7C7F31B3BD898C84C1,F85D543EE91F3847A52AA77DD5AFEA,C1ECB5F75E3F33991D1F89E9D4EA64,2016-12-01 11:48:00,2016-12-01 11:58:00,161126,59108,1.28288,103.8295,1.284095,103.8425,6.3,2.2,Street-Hailing,2021-11-25 11:48:50,2021-11-25 11:58:34,71.0,72.0,48,3.0
