Driver ID,Service Score
198,82.54008042
199,88.95545452
200,92.41161764
201,66.00038262
202,72.35785686
203,61.07238287
204,83.5442422
205,50.46686148
206,82.52670428
207,81.21799807
208,30.41209151
209,89.77257426
210,82.30224311
211,86.49034175
212,92.72833959
213,89.0772929
214,100
215,100
216,86.62179985
217,52.41644967
218,90.12002245
219,76.39580197
220,76.92526371
221,73.3736269
222,74.70827234
223,92.00569034
224,84.5707539
225,61.74369109
226,87.66101229
227,76.6277272
228,96.6522942
229,80.66483368
230,89.01862001
231,80.13097129
232,66.46718673
233,38.22810565
234,75.49297566
235,77.4588766
236,71.82443583
237,81.72083014
238,68.54963762
239,80.70222476
240,73.73908006
241,85.60583278
242,80.44070555
243,92.71043253
244,80.04410501
245,78.92867823
246,64.93343192
247,85.8330005
248,70.16871766
249,78.58475074
250,80.56370333
251,88.5763593
252,38.55213142
253,49.2004922
254,63.44011301
255,93.32754182
256,83.29658986
257,66.31804088
258,72.33878226
259,78.32924514
260,99.88781425
261,100
262,78.33712562
263,82.9014281
264,72.42166328
265,86.70179648
266,81.30802939
267,54.31484753
268,64.31634582
269,69.10199274
270,87.9145902
271,61.94555238
272,71.02650779
273,67.79533811
274,81.1453704
275,72.41955907
276,65.681825
277,68.67743527
278,95.73404292
279,89.27764489
280,87.17736024
281,63.117863
282,74.24247123
283,84.94921069
284,87.92637201
285,84.50906013
286,85.95397589
287,78.88071317
288,91.96286988
289,82.89861543
290,74.69844456
291,81.86608044
292,85.48360205
293,76.67473315
294,91.75931324
295,60.79321938
296,78.80186483
297,78.15031976
298,86.53228647
299,93.32263903
300,9.969184548
301,81.35315788
302,92.10752471
303,52.02282203
304,92.38762651
305,57.41763084
306,78.19033747
307,58.50323561
308,60.58950481
309,87.67454108
310,85.05354714
311,84.49331513
312,82.90120914
313,70.4329835
314,84.93071861
315,80.32366799
316,90.37490455
317,52.52402199
318,86.15987375
319,74.89812906
320,70.91294458
321,96.44357235
322,88.81034251
323,64.87215784
324,76.62672209
325,78.84854855
326,78.01495244
327,84.21877561
328,85.76499636
329,73.08255536
330,87.48943148
331,81.218636
332,67.74291976
333,92.93312997
334,89.9957964
335,98.60710667
336,82.07227014
337,74.73196123
338,74.98251978
339,85.41774729
340,90.64883057
341,91.07062059
342,89.31461171
343,90.07024788
344,83.05766144
345,78.54291856
346,70.61504763
347,76.82408849
348,85.86508716
349,78.60902854
350,84.85641702
351,87.88406085
352,72.19019364
353,78.28514278
354,78.29212625
355,84.67006712
356,82.77141403
357,80.26517893
358,89.3032735
359,67.7947744
360,80.72344648
361,74.47114831
362,70.89686364
363,83.95833408
364,89.64999081
365,81.88117476
366,90.90342617
367,81.67496888
368,81.68176511
369,78.12006908
370,72.95961573
371,72.01118156
372,78.19839004
373,89.09112525
374,80.15185581
375,86.40705727
376,76.94240017
377,55.69865703
378,75.10545674
379,78.41158214
380,78.57238847
381,86.26237777
382,74.69308551
383,89.46483441
384,70.03941331
385,27.74020547
386,82.07674086
387,100
388,93.70531978
389,73.72281613
390,97.95302025
391,78.25663798
392,68.05253665
393,84.93998451
394,89.28917269
395,74.69726229
396,100
397,62.49912684
398,89.07311767
399,56.59341426
400,80.05169836
401,72.3900427
402,85.45370982
403,88.40779681
404,87.33236184
405,65.6655783
406,78.33241664
407,74.07885106
408,95.7713682
409,59.863316
410,81.26024916
411,74.45432641
412,82.03878716
413,76.03474943
414,96.4957113
415,79.4155093
416,78.93051559
417,97.31259718
418,85.44843607
419,78.44842675
420,87.72946803
421,84.72782843
422,78.05062192
423,80.54769287
424,83.69517577
425,83.02320578
426,93.51003285
427,83.59420428
428,58.69150762
429,83.4510008
430,60.91300482
431,87.61757243
432,80.03531008
433,83.66015496
434,79.48423645
435,90.53330159
436,84.50120917
437,80.641988
438,69.91433285
439,96.54704182
440,83.93108925
441,95.58468222
442,84.67908192
443,44.51631047
444,80.11084909
445,89.31750259
446,38.79885444
447,72.09175385
448,10.91140974
449,88.2360982
450,82.07507145
451,100
452,65.44961761
453,83.04696254
454,83.44702874
455,85.38742719
456,32.08017014
457,72.10625468
458,82.8428485
459,100
460,53.20340051
461,73.04861273
462,73.94262014
463,80.98675261
464,88.81528616
465,78.36065639
466,60.80299722
467,82.37409072
468,25.37574213
469,15.2076256
470,52.38544509
471,88.04471183
472,69.04467503
473,76.81777584
474,87.57631164
475,90.29189003
476,80.67845036
477,70.57695809
478,86.96563396
479,76.78966089
480,76.14243997
481,76.85472948
482,84.86455167
483,87.99007485
484,85.60183845
485,73.04598907
486,86.56322005
487,26.70152273
488,70.798274
489,57.28883078
490,68.45478771
491,47.8185826
492,57.24391713
493,76.49426225
494,84.05107668
495,59.65930964
496,82.29988831
497,86.58731151
498,78.22494833
499,84.71477404
500,92.79391239
501,76.0880554
502,72.48333422
503,85.88079749
504,85.70855167
505,94.9582343
506,95.2298271
507,85.14407015
508,83.32191462
509,62.86804284
510,86.67723657
511,80.49972865
512,81.24693565
513,82.74272495
514,74.54490969
515,50.09916584
516,82.35542163
517,87.91285355
518,72.25085954
519,83.85039006
520,75.23003168
521,80.00621751
522,88.9575824
523,83.70382812
524,70.79473614
525,93.8878471
526,86.88151793
527,61.72057313
528,78.18715918
529,78.32350118
530,78.39597546
531,82.65797794
532,76.01351019
533,85.73001871
534,84.50987919
535,84.50203769
536,74.10777032
537,88.45816968
538,80.74547905
539,89.37120377
540,83.49078271
541,85.50876134
542,70.82091323
543,88.51355562
544,78.80551924
545,86.50746647
546,87.58715637
547,89.71346671
548,82.19548006
549,3.531303944
550,82.76223528
551,81.53957166
552,80.72134891
553,78.29982745
554,66.59372704
555,70.08343878
556,79.61383934
557,66.05276104
558,85.93269013
559,59.52096527
560,67.68616366
561,72.43212556
562,86.38030292
563,71.66071604
564,66.36114885
565,80.91553754
566,78.45365753
567,29.01083726
568,76.02360442
569,91.6457774
570,78.04800396
571,86.82897699
572,18.76260618
573,47.92038031
574,90.00630026
575,78.61232733
576,100
577,71.02094277
578,85.26510459
579,80.93125577
580,72.86247716
581,76.83234304
582,91.1204518
583,82.15660464
584,80.29266981
585,100
586,85.08352949
587,78.15480749
588,70.82644414
589,82.91538025
590,69.26374337
591,80.61379924
592,97.28042128
593,81.54719287
594,73.28660136
595,64.52911259
596,85.76853206
597,89.79552659
598,80.77395554
599,82.35620415
600,84.90901914
601,73.02371633
602,78.2025372
603,61.29785136
604,95.98127147
605,56.16912905
606,55.06226863
607,90.11549346
608,69.32365965
609,20.8105436
610,81.01319492
611,53.1357433
612,72.42415457
613,38.97381511
614,80.41503737
615,53.2451988
616,74.09238434
617,100
618,79.85729963
619,91.21410817
620,76.88170031
621,72.48044249
622,89.45105869
623,78.0299552
624,85.17139027
625,33.87466482
626,86.17304752
627,85.39795346
628,71.54160721
629,78.21219322
630,31.10124222
631,60.57002926
632,50.6746531
633,87.57853857
634,87.7239126
635,96.23853665
636,80.12352766
637,96.66859611
638,98.17809587
639,74.05208887
640,55.20567454
641,41.73943431
642,70.98379185
643,86.22189227
644,88.01903041
645,74.24451605
646,65.83617158
647,81.74033805
648,80.25800592
649,72.46776074
650,85.27299086
651,61.41201195
652,81.25696572
653,69.72736599
654,84.33295952
655,93.25877542
656,100
657,56.12857268
658,79.71368122
659,99.13718766
660,73.12091381
661,82.00887908
662,81.47945755
663,98.61690553
664,95.39605919
665,80.80605528
666,73.99889355
667,70.29041185
668,78.10131761
669,76.23594065
670,94.69664342
671,49.89144125
672,90.17691152
673,47.76732787
674,70.0086559
675,67.06286204
676,69.38508843
677,65.22015365
678,98.84380741
679,75.01540345
680,64.23461254
681,88.90358425
682,82.33020587
683,81.01189766
684,74.7434898
685,79.41389496
686,93.79116622
687,74.22533388
688,73.04139037
689,95.80385002
690,48.65919959
691,87.73634354
692,70.75213117
693,97.07267301
694,87.42512104
695,70.84901384
696,87.73317283
697,80.31300838
698,80.25437641
699,73.21237346
700,86.39245291
701,82.92119667
702,92.48217052
703,84.572438
704,62.43567515
705,89.33397743
706,81.52539798
707,55.49409158
708,82.94631028
709,58.67375041
710,56.41262708
711,86.08770038
712,76.17256095
713,59.74271956
714,84.89733207
715,67.75615678
716,88.91709432
717,74.15364595
718,82.71830276
719,69.75461901
720,54.03784049
721,89.379916
722,77.79126941
723,93.06705032
724,99.61450454
725,74.34142634
726,78.92382862
727,83.44776856
728,76.06054425
729,69.871905
730,86.60483076
731,85.5562283
732,76.60603741
733,46.64072851
734,79.18972136
735,78.2930973
736,84.31394347
737,68.75354042
738,50.42262043
739,60.19419904
740,70.20572531
741,84.54256923
742,80.74486423
743,82.82090101
744,100
745,83.99886657
746,100
747,91.86367442
748,87.90385375
749,89.58653615
750,87.78270942
751,94.22099199
752,86.35633437
753,72.54642937
754,63.64049398
755,68.38667905
756,66.34358485
757,68.2148859
758,68.79304945
759,89.56489056
760,92.84665157
761,69.41194217
762,89.19956795
763,83.07563038
764,79.17663976
765,73.81252035
766,93.81836937
767,83.35931104
768,78.45009119
769,86.5853679
770,98.72821203
771,100
772,86.41130448
773,75.30274601
774,74.41881686
775,59.32602705
776,72.46290897
777,70.25610831
778,66.32291607
779,92.55563674
780,78.78775107
781,78.48676556
782,85.54984681
783,85.60411636
784,84.6753752
785,86.12885974
786,81.2791325
787,86.27634064
788,82.50145501
789,68.19164505
790,96.05741498
791,83.13200557
792,75.22100506
793,88.64061842
794,90.90634079
795,84.33703024
796,68.27191104
797,69.31708059
798,86.23513803
799,86.48191844
800,89.78775153
801,87.89180095
802,81.99142298
803,85.18131777
804,84.83539228
805,78.20931069
806,80.54484791
807,62.54092658
808,86.5415738
809,78.04413031
810,88.85359292
811,78.85608458
812,87.99416323
813,88.04738775
814,78.49487427
815,86.88625743
816,91.14813179
817,92.00643804
818,48.54554915
819,85.70055828
820,89.89854316
821,80.75334534
822,48.01301912
823,91.98328778
824,78.19823686
825,85.48136027
826,41.9885221
827,36.12101943
828,89.56080338
829,33.29414922
830,54.0106072
831,87.43750055
832,65.88409215
833,89.70313225
834,86.41393435
835,89.43740773
836,74.03877344
837,84.00008772
838,85.15081362
839,88.7925778
840,72.17444448
841,88.27327047
842,83.5786533
843,11.92968617
844,83.27455504
845,85.20498063
846,76.224378
847,80.94686885
848,88.5063821
849,81.23998595
850,70.58204001
851,78.33028142
852,78.33898998
853,64.46900485
854,63.32164493
855,100
856,81.48347762
857,53.8215152
858,88.6727747
859,85.73945677
860,81.54559592
861,76.07071821
862,86.32887656
863,74.09899216
864,85.4240606
865,72.46216755
866,89.42958849
867,82.29053612
868,78.03088664
869,70.97484559
870,97.32178118
871,78.45079088
872,88.34650271
873,85.46436166
874,80.40261967
875,80.69126829
876,76.75286556
877,88.28212833
878,91.44691303
879,76.47719007
880,67.24890223
881,61.25944659
882,100
883,78.544026
884,78.14163733
885,70.64528292
886,73.95284546
887,73.13622849
888,85.33792532
889,76.96276344
890,66.6105277
891,87.36050582
892,85.36684183
893,83.32951649
894,78.32498433
895,70.01307891
896,82.83510933
897,85.22893324
898,68.07005565
899,88.94684226
900,55.1318331
901,81.6354848
902,14.98875454
903,53.77853739
904,73.83336241
905,55.40462969
906,85.37361911
907,82.95243621
908,67.33333942
909,99.51737323
910,68.61887318
911,82.29231144
912,78.28646575
913,69.67001595
914,82.5898937
915,91.6149412
916,87.67005071
917,79.7671587
918,79.28756051
919,74.05361932
920,64.14879908
921,74.7389891
922,59.27405439
923,62.87421428
924,78.10700843
925,70.15160704
926,78.1515435
927,87.86113954
928,84.33195535
929,67.37959711
930,44.23480023
931,55.87582326
932,82.91594705
933,85.18665913
934,46.24629921
935,78.68981954
936,81.13856828
937,83.55161465
938,89.255868
939,78.21819081
940,82.77669833
941,80.30812497
942,47.03348433
943,91.25367692
944,81.73400863
945,47.90371329
946,87.03025279
947,56.15831972
948,49.03127323
949,39.54271379
950,80.12215484
951,78.76659859
952,65.24780597
953,76.36036182
954,78.49848679
955,73.77407747
956,87.80764782
957,55.53514141
958,85.29335049
959,78.21351557
960,74.46301466
961,74.61499371
962,54.85646343
963,65.03094016
964,82.64312216
965,76.43997032
966,86.59648501
967,75.25262698
968,82.18774846
969,84.88788897
970,78.71643036
971,96.66357491
972,60.12312562
973,72.49441959
974,84.58431911
975,91.43977628
976,80.73160663
977,75.12775478
978,68.95308307
979,86.48328494
980,25.17171787
981,86.63702848
982,82.37206768
983,84.90040832
984,76.34037704
985,89.67502125
986,84.47509153
987,62.56269764
988,75.05877942
989,98.81165147
990,66.46388787
991,70.00397502
992,74.68049952
993,78.36748292
994,73.44226254
995,84.519793
996,95.34425661
997,71.60389461
998,85.9481065
999,76.03975727
1000,92.34561648
1001,97.25258454
1002,49.60190179
1003,89.94690171
1004,82.40007053
1005,78.19526376
1006,91.45469985
1007,90.84869521
1008,96.39803289
1009,76.43971529
1010,83.30765983
1011,92.91687781
1012,64.89891615
1013,20.97940047
1014,59.94351689
1015,88.50170245
1016,80.53883599
1017,94.79571882
1018,82.14706386
1019,87.59290335
1020,72.96451356
1021,81.31039983
1022,78.78218153
1023,84.43337095
1024,69.54411891
1025,78.35418681
1026,78.43746349
1027,82.6353692
1028,83.20038231
1029,75.39318441
1030,78.09910027
1031,81.27783919
1032,78.35667416
1033,63.09740023
1034,87.54204784
1035,74.98030231
1036,83.37824229
1037,84.91620174
1038,81.22434418
1039,78.32061596
1040,76.40476916
1041,56.45921396
1042,71.63333691
1043,84.83055486
1044,57.76971576
1045,100
1046,80.55044585
1047,53.50777392
1048,81.07075041
1049,88.34641072
1050,86.86331744
1051,64.35062071
1052,85.34835465
1053,42.94499223
1054,63.4715454
1055,64.38349823
1056,89.06276758
1057,55.44529977
1058,80.60018603
1059,89.69248215
1060,69.12127619
1061,81.950966
1062,82.2847584
1063,82.59169817
1064,82.83715108
1065,76.70035461
1066,95.24672449
1067,91.81695442
1068,66.46554692
1069,84.65309624
1070,91.21393183
1071,70.85416411
1072,93.44034226
1073,78.58629505
1074,87.88183195
1075,89.87349207
1076,74.70371798
1077,89.85275042
1078,70.75307126
1079,82.9254598
1080,76.7804331
1081,67.5303808
1082,64.97223146
1083,78.22758235
1084,67.29384958
1085,68.04844471
1086,69.31297422
1087,62.00495113
1088,81.21717501
1089,75.33072192
1090,78.70280032
1091,82.57727565
1092,64.55788864
1093,78.61454716
1094,75.34367715
1095,70.18586511
1096,78.93460959
1097,76.37569677
1098,100
1099,83.77743244
1100,78.0658183
1101,80.63945776
1102,78.15738907
1103,78.85133695
1104,78.33563487
1105,87.95252942
1106,94.64316213
1107,67.28060467
1108,92.31824019
1109,97.52297857
1110,84.88458686
1111,95.52596562
1112,87.31444385
1113,78.39464761
1114,92.11395259
1115,70.97147599
1116,92.93872163
1117,85.0576124
1118,62.19919311
1119,27.10765698
1120,87.66163997
1121,70.36210602
1122,88.30647371
1123,61.74716286
1124,72.31089491
1125,61.56372779
1126,78.04842552
1127,82.53266595
1128,13.79033411
1129,78.23131203
1130,91.42513724
1131,58.70581254
1132,68.42014258
1133,72.9646121
1134,69.41869908
1135,68.25008565
1136,49.63473771
1137,76.23062395
1138,90.9025251
1139,85.47488871
1140,76.9811722
1141,70.59278214
1142,91.75038643
1143,81.85702343
1144,65.99009923
1145,78.24471155
1146,82.20477122
1147,85.42726438
1148,56.57667933
1149,83.06691267
1150,78.98408351
1151,74.9115663
1152,57.94889421
1153,50.19500837
1154,50.730223
1155,82.09773093
1156,76.49103358
1157,80.66576686
1158,92.03446034
1159,9.689629961
1160,89.60674184
1161,76.19470552
1162,92.94498423
1163,42.68870764
1164,81.28227301
1165,81.1177853
1166,100
1167,82.23156218
1168,78.45567805
1169,84.84647866
1170,94.57850819
1171,71.69808907
1172,90.45382488
1173,78.04590278
1174,78.18814852
1175,89.64260282
1176,83.86394373
1177,85.57047203
1178,88.56064664
1179,93.19121376
1180,86.01946711
1181,89.36182747
1182,49.38722303
1183,32.2763998
1184,95.43999595
1185,90.59678435
1186,82.91096632
1187,76.22748155
1188,75.11916393
1189,80.72882417
1190,97.37352131
1191,91.70695369
1192,99.86666051
1193,78.68193794
1194,86.09706521
1195,81.54676175
1196,45.75570902
1197,79.93712054
1198,89.53122148
1199,78.41147924
1200,78.02047417
1201,78.85573186
1202,81.38115708
1203,91.23684304
1204,58.29395884
1205,86.85501132
1206,82.91930163
1207,72.06191773
1208,87.31188063
1209,43.40052991
1210,9.435223595
1211,82.14430111
1212,76.12588254
1213,86.34292059
1214,91.24694827
1215,92.99119455
1216,91.8309079
1217,78.4847565
1218,76.93287105
1219,87.70769585
1220,80.17839991
1221,69.29637514
1222,88.55197098
1223,95.36633061
1224,20.00673322
1225,82.23572867
1226,18.98256208
1227,78.16219632
1228,55.83148953
1229,78.49921439
1230,88.04290698
1231,68.8710902
1232,81.10467805
1233,80.94075155
1234,68.50365772
1235,70.67480991
1236,80.54809173
1237,78.40092686
1238,90.16369665
1239,89.81376199
1240,85.16549742
1241,85.14508217
1242,69.70455596
1243,98.01437266
1244,84.7483042
1245,78.85825367
1246,50.32320298
1247,100
1248,59.28856334
1249,72.47585295
1250,82.49633794
1251,66.85196299
1252,69.43136373
1253,45.20393973
1254,67.57690778
1255,100
1256,76.81830014
1257,60.04406831
1258,90.22194233
1259,88.69140861
1260,84.68090748
1261,89.5368303
1262,76.88404523
1263,39.08582512
1264,32.6198219
1265,52.07089353
1266,61.20649691
1267,82.86784829
1268,72.43090999
1269,86.69244392
1270,94.69831813
1271,97.36617897
1272,68.43493269
1273,87.31935633
1274,88.74413192
1275,86.45836289
1276,60.71941648
1277,80.28660759
1278,85.02497214
1279,63.30591261
1280,69.72773765
1281,78.06474804
1282,85.32632393
1283,64.66894152
1284,86.2050225
1285,78.87441886
1286,83.05967453
1287,78.68985599
1288,64.25120936
1289,92.60546424
1290,70.97111209
1291,87.25013121
1292,86.94669015
1293,86.13666488
1294,82.88343961
1295,83.98953306
1296,88.48833855
1297,88.07599217
1298,71.67516952
1299,89.74396342
1300,78.22581085
1301,81.81869164
1302,78.67969694
1303,93.89799803
1304,71.78952626
1305,90.69771023
1306,78.66891778
1307,72.57449127
1308,91.8830895
1309,81.82569863
1310,74.67237469
1311,89.36914477
1312,93.96239665
1313,88.32889463
1314,27.2492099
1315,48.21523771
1316,83.80838973
1317,78.42327339
1318,82.30814374
1319,71.5390924
1320,76.89196745
1321,89.12991641
1322,88.9760614
1323,65.55279315
1324,84.39500144
1325,76.07606998
1326,53.73200942
1327,85.6816567
1328,84.08055948
1329,67.59712101
1330,78.84823639
1331,73.59295281
1332,81.70685861
1333,94.35083178
1334,41.70606177
1335,76.78237568
1336,66.23165787
1337,11.7437693
1338,72.03593961
1339,69.01480925
1340,78.34220844
1341,86.90558614
1342,83.40048594
1343,90.18615414
1344,78.37452369
1345,91.12669565
1346,82.04332653
1347,89.69941709
1348,78.25268805
1349,76.13050197
1350,78.1842662
1351,78.17879845
1352,89.98996527
1353,64.09362247
1354,88.01761539
1355,85.40832786
1356,62.83891205
1357,75.05750964
1358,52.20200042
1359,66.24158049
1360,74.83370912
1361,78.14821432
1362,84.9489454
1363,84.36151182
1364,64.71101731
1365,76.14025037
1366,90.95524572
1367,84.61270594
1368,73.52232277
1369,93.03593724
1370,30.91201934
1371,85.17999958
1372,80.19085155
1373,76.1770433
1374,69.10113811
1375,72.25632433
1376,100
1377,87.48897589
1378,76.83242644
1379,91.06937433
1380,76.73199177
1381,56.99707477
1382,80.05421235
1383,76.4244398
1384,95.28829521
1385,80.05511727
1386,94.15995595
1387,86.9274831
1388,74.27840573
1389,49.53607926
1390,78.02802092
1391,51.68954896
1392,76.50540829
1393,47.74506635
1394,74.96521731
1395,86.72747853
1396,59.66852909
1397,74.94593847
1398,99.35464209
1399,67.9749096
1400,85.0873824
1401,89.1209979
1402,86.41186819
1403,71.23114733
1404,64.83507955
1405,85.06815251
1406,86.14491554
1407,82.50652046
1408,72.24915829
1409,52.70864887
1410,85.16201696
1411,76.57947381
1412,76.6326438
1413,86.78635802
1414,87.99409388
1415,44.52712479
1416,64.08932337
1417,90.27256306
1418,90.35433788
1419,80.5097311
1420,85.94537148
1421,48.91754893
1422,85.43512248
1423,90.66772206
1424,80.03737421
1425,81.50489979
1426,85.15418354
1427,88.77097348
1428,64.7137917
1429,87.35303881
1430,49.17145526
1431,87.42490275
1432,76.35675404
1433,85.95179986
1434,67.2992046
1435,78.29914692
1436,67.79640174
1437,84.91527807
1438,72.93916637
1439,83.55886364
1440,96.99386414
1441,82.12083757
1442,89.39560771
1443,52.99166135
1444,80.33377249
1445,89.9803312
1446,66.2061673
1447,42.33633003
1448,87.89635636
1449,88.27662992
1450,92.20178504
1451,85.3484878
1452,63.25982219
1453,82.71525056
1454,20.21662677
1455,80.50043978
1456,85.21918871
1457,91.74130209
1458,78.18585138
1459,85.59850731
1460,83.79226987
1461,76.14180455
1462,53.35301989
1463,91.96501016
1464,78.22374493
1465,85.67099237
1466,81.64210385
1467,72.16809656
1468,70.52943384
1469,78.36890531
1470,74.89719959
1471,93.84396805
1472,69.31088857
1473,96.43282483
1474,90.47043134
1475,89.64863932
1476,76.41310831
1477,56.55554643
1478,15.86193037
1479,87.49320162
1480,45.4440784
1481,82.66245647
1482,93.39627613
1483,89.48802853
1484,82.78489067
1485,85.6581065
1486,54.34261549
1487,91.58163259
1488,60.16378577
1489,91.34863785
1490,78.57980915
1491,89.86818355
1492,85.44499504
1493,27.58904588
1494,85.81357118
1495,75.33764647
1496,89.28595239
1497,78.86826074
1498,85.51379495
1499,87.7110251
1500,93.83149678
1501,84.77777667
1502,82.70211038
1503,79.8334773
1504,90.69024118
1505,82.62216966
1506,83.01589475
1507,72.15001268
1508,78.15914371
1509,71.43232512
1510,84.87201933
1511,85.14431842
1512,86.55509539
1513,80.64785459
1514,84.91021967
1515,87.64173681
1516,91.92831596
1517,86.27335906
1518,23.25072388
1519,88.18503648
1520,30.8595657
1521,78.62308462
1522,87.55425841
1523,70.35268338
1524,81.07315965
1525,76.42176564
1526,87.97840595
1527,64.24930153
1528,66.43118124
1529,47.06485264
1530,84.76587831
1531,59.90238639
1532,85.27182804
1533,70.78020722
1534,62.3360225
1535,87.59391398
1536,52.59851436
1537,89.29566862
1538,81.72478594
1539,86.95406328
1540,84.58609721
1541,78.43209727
1542,86.52210847
1543,80.77900904
1544,82.34989531
1545,85.49388939
1546,82.64702919
1547,79.79006236
1548,18.66217483
1549,61.3517887
1550,92.53965406
1551,83.1221497
1552,89.97887652
1553,89.76997726
1554,62.42809056
1555,86.40357725
1556,84.34642028
1557,74.76362454
1558,78.41765035
1559,82.50201586
1560,68.91882879
1561,24.55037688
1562,82.84230729
1563,86.51544452
1564,100
1565,76.07162949
1566,73.5510332
1567,59.97899268
1568,91.73898023
1569,69.53516304
1570,89.15108911
1571,72.02647889
1572,93.91156283
1573,86.7988945
1574,76.13560613
1575,89.9179975
1576,87.93367711
1577,87.51873408
1578,35.03386559
1579,87.92307296
1580,81.52690727
1581,84.26627347
1582,79.07270267
1583,74.41970899
1584,74.45622591
1585,71.01033391
1586,92.78880498
1587,93.61364974
1588,81.13925666
1589,86.52908769
1590,85.65619727
1591,84.82322842
1592,96.67211406
1593,93.41270588
1594,64.90987218
1595,93.35283371
1596,87.95215784
1597,82.91994178
1598,83.47769488
1599,76.20513755
1600,52.6409088
1601,88.16623448
1602,84.63856114
1603,65.78782664
1604,84.76561977
1605,78.03894377
1606,91.62509978
1607,91.6964806
1608,74.64539537
1609,76.07292835
1610,78.30323367
1611,49.64049471
1612,92.32681734
1613,81.92342436
1614,82.68031254
1615,74.60689145
1616,76.10610524
1617,89.76483325
1618,72.9359291
1619,84.70871318
1620,64.96607946
1621,84.60837266
1622,87.44754177
1623,78.1023882
1624,76.97925516
1625,81.52670921
1626,72.30937965
1627,87.52437364
1628,81.49302314
1629,76.95095022
1630,84.71670216
1631,25.40962512
1632,85.46488676
1633,100
1634,74.96596293
1635,91.01833223
1636,83.68264399
1637,89.05515381
1638,78.12970803
1639,82.88521295
1640,100
1641,78.40003414
1642,84.49823895
1643,80.06010495
1644,60.09274229
1645,88.59155178
1646,58.24168458
1647,82.00324786
1648,76.49436529
1649,76.26589615
1650,73.13829888
1651,86.87596271
1652,88.56654121
1653,84.79325776
1654,68.87752636
1655,85.73344791
1656,67.82093825
1657,68.68821184
1658,58.18159147
1659,84.9174756
1660,15.05181558
1661,82.83198903
1662,82.22116649
1663,56.77304718
1664,78.34254984
1665,78.05685864
1666,84.58591924
1667,78.40321427
1668,82.23615649
1669,75.19168175
1670,93.37493759
1671,46.65950204
1672,58.96127653
1673,70.42521668
1674,85.7273945
1675,80.47243961
1676,80.96021192
1677,76.26486907
1678,95.33646903
1679,42.2734694
1680,81.9668024
1681,53.04449087
