No,Booking_ID,Vehicle_ID,Driver_ID,Trip_start_DT,Trip_end_DT,Start_Post,End_Post,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Fare,Distance,Order_Type,Start_Time,End_Time,Start_Slot,End_Slot,Patience_Level,DistrictCode
31988,03280AA3C6F8D6373F8B7C7EA778DF,C19C0DB66A8D691CFB7BEBCE356B84,5A7774E19B932CD90C3F660C09F9EF,2016-12-01 04:11:00,2016-12-01 04:22:00,58268,119242,1.288219,103.8447,1.292874,103.7701,13.65,10.6,Street-Hailing,2021-12-02 04:11:34,2021-12-02 04:22:02,25.0,26.0,171,1.0
92643,F6A7034D5A1F8374DC446885A58DEA,11C6277345FF6787388A895EAFF50F,767994691AE98AFDB7CC6683BBCA81,2016-12-01 09:37:00,2016-12-01 10:09:00,229721,628555,1.30815,103.8367,1.312914,103.6953,18.85,21.7,Street-Hailing,2021-12-02 09:37:24,2021-12-02 10:09:34,58.0,61.0,155,9.0
63193,DB8DC8BC89539941A85E07B4D3F9C1,B0A7CBFF18E9695895C929A5AA7473,2166E52F06B990F0F06698155F5B97,2016-12-01 08:00:00,2016-12-01 08:05:00,400342,415934,1.326417,103.9011,1.33251,103.9023,5.35,1.4,Street-Hailing,2021-12-02 08:00:00,2021-12-02 08:05:00,48.0,48.0,103,14.0
46511,BB1EFE97B12239E022B34A3A804716,E1E40ED8B8D1BE0FEACD197D024F2B,BBD85D0D337E28FDAF39017AFEFC49,2016-12-01 06:41:00,2016-12-01 06:58:00,520401,819663,1.357156,103.9447,1.356716,103.9865,14.8,7.8,Street-Hailing,2021-12-02 06:41:50,2021-12-02 06:58:12,40.0,42.0,149,18.0
116107,E2FBF38222CCC2638DAC5F6BE9D3F5,10AABC9215D12315659F5180445B48,B74A9E67F7B4297AC37FB5C64E2EC5,2016-12-01 10:59:00,2016-12-01 11:15:00,470134,535215,1.332773,103.9125,1.337195,103.8928,8.3,3.5,Street-Hailing,2021-12-02 10:59:24,2021-12-02 11:15:23,66.0,68.0,128,16.0
55815,07D7A1C34DE30DD2F2752233FD8984,0ECD1E2A2DD89996E8EC6B69D58124,6D072D27C61293B5C4640908AA82C0,2016-12-01 07:31:00,2016-12-01 08:13:00,750314,819661,1.443795,103.8212,1.357373,103.9881,31.8,27.4,Street-Hailing,2021-12-02 07:31:47,2021-12-02 08:13:10,45.0,49.0,144,27.0
96759,ACCA07EF8CF36879E89E13AF506159,41AF2A583CA09A897CA76B7DDA383F,521302BF83F79D4CC1AE1EEEFA4AD4,2016-12-01 09:51:00,2016-12-01 10:14:00,380011,108932,1.314321,103.8708,1.277372,103.8034,16.55,15.6,Street-Hailing,2021-12-02 09:51:10,2021-12-02 10:14:36,59.0,61.0,96,14.0
67081,61F1EE93B272801830539977B2BD26,0F68777D3FDEBB6C9015A761A30F95,8AC939D82FBFCC3E228544F505F397,2016-12-01 08:14:00,2016-12-01 08:37:00,511476,819829,1.374651,103.9573,1.377201,103.9973,13.95,8.1,Street-Hailing,2021-12-02 08:14:00,2021-12-02 08:37:03,49.0,52.0,170,18.0
96769,ACCA07EF8CF36879E89E13AF506159,742622DF017FF2B68E408C6EA5EFAA,648A6EDA673CDCB1AC60FCE7D4CAA4,2016-12-01 09:51:00,2016-12-01 10:08:00,550151,768828,1.36926,103.8743,1.423798,103.8384,13.25,11.3,Street-Hailing,2021-12-02 09:51:12,2021-12-02 10:08:32,59.0,61.0,81,19.0
53044,C4EE16E85E5E683AAACFE5A1D96618,6A6737DD96C489A39CB803A9DF00A6,6028936F08CED12AD11976B16AC257,2016-12-01 07:19:00,2016-12-01 07:52:00,460410,18906,1.327972,103.9316,1.275964,103.8495,22.0,18.5,Street-Hailing,2021-12-02 07:19:27,2021-12-02 07:52:13,44.0,47.0,149,16.0
132845,211C5891540D0BDC9D40D077D20520,977F5BB4DDEA716E65357F5AFB8515,F96E5338DBE86F0C38E3B5AE971F77,2016-12-01 11:58:00,2016-12-01 12:06:00,169856,168732,1.281937,103.8359,1.286145,103.8273,6.1,2.5,Street-Hailing,2021-12-02 11:58:15,2021-12-02 12:06:32,72.0,73.0,40,3.0
133028,CEC8BA874EE830F2BDFB8D4C53048B,853E47B399D570ECE9095063CFA3F1,EB1DDA53E2230237B623E8203BC9F1,2016-12-01 11:58:00,2016-12-01 12:12:00,85601,138542,1.299509,103.837,1.299192,103.7897,8.7,8.3,Street-Hailing,2021-12-02 11:58:57,2021-12-02 12:12:06,72.0,73.0,33,2.0
132023,ABE511EE6D934640B53A070678328E,59BA9C41451DB5545FE38E759A81D4,3FE2808756C65E497B59C815794442,2016-12-01 11:55:00,2016-12-01 12:12:00,130028,308142,1.304381,103.782,1.319952,103.846,11.6,12.8,Street-Hailing,2021-12-02 11:55:35,2021-12-02 12:12:00,72.0,73.0,36,5.0
54944,1E82950A222E86977066C13496B149,F055DAB840C74F22F704BDDFF1813B,0B6F0A1347085047794B71E89EB78A,2016-12-01 07:28:00,2016-12-01 07:43:00,637507,628340,1.314095,103.6282,1.301699,103.6652,11.2,6.0,Street-Hailing,2021-12-02 07:28:06,2021-12-02 07:43:25,45.0,46.0,35,22.0
128450,37DD6A4F2254420F8AD6B72CCD5388,3AF16ED98BF1A0B204FE102BC65018,9BDCCB7C3BE15FC4545CD7560E2790,2016-12-01 11:43:00,2016-12-01 12:01:00,521491,430014,1.362343,103.9542,1.315383,103.8955,9.8,10.1,Street-Hailing,2021-12-02 11:43:40,2021-12-02 12:01:46,70.0,72.0,116,18.0
93511,EB03DA2F99562953A59422AE2BD6C7,BA0474D725585D5A7F9C935996EC43,7E36EB842641DEB96C4A78B337152F,2016-12-01 09:40:00,2016-12-01 09:40:00,178903,178903,1.297598,103.8489,1.297598,103.8489,3.7,0.0,Street-Hailing,2021-12-02 09:40:20,2021-12-02 09:40:25,58.0,58.0,112,6.0
99991,DE8AD5F4C3A7B53ADC8AC864C08D88,79B1D77B57745342AF994049BC0B2E,6F938F893BEC7032A52C3DFBE2C66B,2016-12-01 10:02:00,2016-12-01 10:13:00,730018,733787,1.443049,103.7777,1.444827,103.801,7.2,3.7,Street-Hailing,2021-12-02 10:02:08,2021-12-02 10:13:46,60.0,61.0,163,25.0
91524,DD45B20A13A38476C23AC3EDFC742E,76B4EEDFE347642B985C0ABB9E5BFF,EFA5A3A0DC52173ABF55F4340D5955,2016-12-01 09:33:00,2016-12-01 09:49:00,649037,609788,1.33837,103.6881,1.349792,103.7306,8.9,8.1,Street-Hailing,2021-12-02 09:33:53,2021-12-02 09:49:23,57.0,59.0,178,22.0
105906,BEAACD294F435DECB6A951F4486F45,459B91AEC831907A8DE883D9A78810,C19B72DE538E48B2808BF658A655D3,2016-12-01 10:22:00,2016-12-01 10:45:00,402001,530466,1.316716,103.8982,1.372567,103.897,10.65,8.6,Street-Hailing,2021-12-02 10:22:59,2021-12-02 10:45:47,62.0,64.0,77,14.0
102709,E3372530059F09C01D86A871B44AFA,FD87023EC4F71CC8E372F0898262D6,C3686A6E4D8C76E29BECA2632730C5,2016-12-01 10:11:00,2016-12-01 10:28:00,159836,69111,1.283259,103.8147,1.299509,103.837,8.25,4.8,Street-Hailing,2021-12-02 10:11:46,2021-12-02 10:28:20,61.0,63.0,175,3.0
131483,A2D123BD53E282BE6B304AA65C6C6C,46C0FA035CDBBB97EBE56F0DE2541E,DFC454C628A2AF178E1325797F5AFC,2016-12-01 11:53:00,2016-12-01 12:03:00,389707,330028,1.319476,103.8872,1.318694,103.8632,6.55,4.5,Street-Hailing,2021-12-02 11:53:54,2021-12-02 12:03:13,71.0,72.0,128,14.0
127704,447494DDF47AC475166CBE958F88B7,01E9D974D37D0410E6BFCBCE80E3D5,A6634B7C33627CFE6F1C1608493DBE,2016-12-01 11:41:00,2016-12-01 12:10:00,819643,309274,1.355322,103.9883,1.321364,103.8404,25.2,21.1,Street-Hailing,2021-12-02 11:41:04,2021-12-02 12:10:06,70.0,73.0,57,17.0
78318,BFA084028122DA3DB440632C488D66,DCAFAF7816A3741D8EDF54128FF8B8,2C6AFB21291682B794459867197C60,2016-12-01 08:52:00,2016-12-01 09:24:00,739044,189645,1.432563,103.7742,1.299545,103.8508,24.0,20.8,Street-Hailing,2021-12-02 08:52:07,2021-12-02 09:24:53,53.0,56.0,51,25.0
60708,1A949AD3AC89840011E2917706357E,4BD1325CCE5FD7E113A704C24DDAB3,E380ECA279919F1CC2C609FD54BE16,2016-12-01 07:50:00,2016-12-01 07:56:00,753350,759951,1.449869,103.8203,1.459743,103.8239,6.25,1.8,Street-Hailing,2021-12-02 07:50:40,2021-12-02 07:56:18,47.0,48.0,166,27.0
39602,05D77DB63BB986706910F882A4C7E2,21CC9D454F787D7BBDAC9C27359CC5,A24425D2F4D7CFEA24641C2C66E72C,2016-12-01 05:44:00,2016-12-01 05:59:00,648338,600034,1.339572,103.7045,1.319864,103.742,14.1,7.8,Street-Hailing,2021-12-02 05:44:20,2021-12-02 05:59:29,34.0,36.0,147,22.0
132314,F38B6B9864DEF1A08B43DC27051BB6,9635A66B880779ACCE1ED314A2AB6C,74AC2DDC6FBEF4E66DC1E645346ED0,2016-12-01 11:56:00,2016-12-01 12:07:00,188735,248371,1.298285,103.8555,1.293043,103.8269,6.5,3.9,Street-Hailing,2021-12-02 11:56:32,2021-12-02 12:07:33,72.0,73.0,57,7.0
53788,86EC785EEDEE44C3C9014BD17EDBED,1CAFEF54C6897B197B01CDCE287122,6371B4451C21880585285372156C40,2016-12-01 07:23:00,2016-12-01 07:31:00,278967,275980,1.310177,103.7953,1.326544,103.7907,7.65,2.5,Street-Hailing,2021-12-02 07:23:08,2021-12-02 07:31:45,44.0,45.0,69,10.0
74869,63A9977B89EAFBD217D01330975688,AEFC76262740D60EC5AB6491030F71,13CBD64F876A94EB5DF4373D467496,2016-12-01 08:40:00,2016-12-01 09:03:00,163020,409030,1.28583,103.8321,1.32982,103.8903,16.45,13.5,Street-Hailing,2021-12-02 08:40:58,2021-12-02 09:03:52,52.0,54.0,163,3.0
133240,11061627CF27E25FF5B9EFA125156F,F0AC73F6817D809C902B22C001FBEA,37EF117684F3FD7205394D3E53E9C0,2016-12-01 11:59:00,2016-12-01 12:04:00,210661,207695,1.306964,103.8504,1.310354,103.8548,4.8,0.8,Street-Hailing,2021-12-02 11:59:32,2021-12-02 12:04:46,72.0,72.0,140,8.0
127463,335BD4CED0D6BA9D4A9A8B0BFDCC2E,7CC30B942854247F5D7AF2B841D215,3C7E4E14797D7653CEE58582BED64C,2016-12-01 11:40:00,2016-12-01 11:50:00,120723,138632,1.303169,103.7634,1.299622,103.7877,7.2,5.1,Street-Hailing,2021-12-02 11:40:15,2021-12-02 11:50:24,70.0,71.0,157,5.0
109164,4F6BF406AD2A4E38CE6CCDEB2DBA8B,148339AE88CF39EAF3BCECEFD87962,D0FCBA76393325D5AB5DF2CE35B3D6,2016-12-01 10:34:00,2016-12-01 10:50:00,258500,239351,1.307063,103.82,1.292233,103.839,7.8,3.2,Street-Hailing,2021-12-02 10:34:17,2021-12-02 10:50:33,63.0,65.0,87,10.0
98056,5CA9B5029C410DDAF7ADA92F8EAFB5,984B7A80E6C9A7846024412B848F85,986946ED6A96AB0C10CF049BF7A115,2016-12-01 09:55:00,2016-12-01 10:24:00,649882,59685,1.348338,103.7113,1.287224,103.8478,16.15,19.7,Street-Hailing,2021-12-02 09:55:39,2021-12-02 10:24:48,60.0,62.0,176,22.0
35505,4CF074261EC8B6A3C9F17C142F9215,9EAB6992E4D18B4C56431E286B675E,36438759F16AF733CDD3242FDACCFF,2016-12-01 04:55:00,2016-12-01 05:02:00,460548,419703,1.331392,103.9267,1.316408,103.899,9.45,4.0,Street-Hailing,2021-12-02 04:55:53,2021-12-02 05:02:04,30.0,30.0,65,16.0
71897,634A402D424A5935B8B248585CAE90,85517B3261362B125FF35692549943,A962C5A71EC425DCF8D39BAA9064B7,2016-12-01 08:30:00,2016-12-01 08:41:00,521493,529906,1.362303,103.952,1.299509,103.837,8.75,3.2,Street-Hailing,2021-12-02 08:30:37,2021-12-02 08:41:17,51.0,52.0,119,18.0
70350,9A16929E01BB9C11B5EE74CED1EDF0,B7D4A55CF8B6FD53470CCB41EE5013,ECD3BA39E03B7C8D374DF1387B216E,2016-12-01 08:25:00,2016-12-01 08:30:00,98499,98639,1.265459,103.8187,1.299509,103.837,5.35,0.3,Street-Hailing,2021-12-02 08:25:15,2021-12-02 08:30:18,50.0,51.0,130,4.0
31091,8FBB610D293266B66783E6A266998F,F2C38BA2C8ACC3D6A392180AF0275C,DE18E93B06108AACA23D8EDCB194D4,2016-12-01 04:00:00,2016-12-01 04:14:00,520143,821206,1.348109,103.9437,1.400546,103.9016,14.8,9.3,Street-Hailing,2021-12-02 04:00:02,2021-12-02 04:14:47,24.0,25.0,109,18.0
102585,D3C32B9BC1F399996F783CDDF067E1,BB6965B7373447C2D3C9FBF9821E5E,540CF64DDF78417245AC0E6B806F55,2016-12-01 10:11:00,2016-12-01 10:36:00,200809,118525,1.308384,103.8619,1.278491,103.7967,13.1,13.7,Street-Hailing,2021-12-02 10:11:21,2021-12-02 10:36:55,61.0,64.0,105,8.0
110043,617BCEE8F783241B6FC4A0AC59D85A,633B87F1DBDFE266561B17B1655AC3,B9924EAAF9B277C259478300B134E4,2016-12-01 10:37:00,2016-12-01 10:53:00,436932,207412,1.296749,103.8728,1.30638,103.8534,8.25,6.0,Street-Hailing,2021-12-02 10:37:16,2021-12-02 10:53:06,64.0,65.0,59,15.0
88544,413A9CC0DA90EB03BB0186406E57ED,A7A0C3FD9CF9F8F55C3468E0336634,A660813786EF13D92689807A5A928A,2016-12-01 09:24:00,2016-12-01 09:25:00,98915,90035,1.299509,103.837,1.281699,103.8423,4.25,0.4,Street-Hailing,2021-12-02 09:24:06,2021-12-02 09:25:58,56.0,56.0,42,4.0
127856,ABF1C516F8FC3E92CC51ACBFF78967,E30B2C6069018D6E0AC52E610D73F3,C48EE443DF0E1AC7B6D1D0398BA3D4,2016-12-01 11:41:00,2016-12-01 11:46:00,609605,608548,1.340989,103.7387,1.33285,103.7421,4.5,1.5,Street-Hailing,2021-12-02 11:41:39,2021-12-02 11:46:48,70.0,71.0,131,22.0
89652,7B50A606208D99E4CBECD7B4DB608A,1DC938278BDB687A879EF52BCF3A55,811CDDD1A41A9CB694F9A4EAC4C84D,2016-12-01 09:27:00,2016-12-01 09:33:00,117504,128473,1.291812,103.7694,1.306991,103.7585,5.75,2.5,Street-Hailing,2021-12-02 09:27:44,2021-12-02 09:33:26,57.0,57.0,163,5.0
114395,71EB44D61BF6BE3747D43E88548FCF,88673B7D880F8483E7D5E8EC471A0F,BF1F0CCC4E524E1B989416257E35C0,2016-12-01 10:53:00,2016-12-01 11:17:00,130005,650301,1.304316,103.7823,1.356782,103.7486,11.1,8.6,Street-Hailing,2021-12-02 10:53:00,2021-12-02 11:17:35,65.0,68.0,57,5.0
112313,EA0CCEC3AF639AAC0C9E5083A7C35B,C94990830A8216ACFF82649990D291,BB8DD75DEBE181F0D6D7DF08ACCC73,2016-12-01 10:45:00,2016-12-01 10:56:00,169857,160038,1.281185,103.8341,1.288476,103.8273,6.75,3.2,Street-Hailing,2021-12-02 10:45:34,2021-12-02 10:56:04,64.0,66.0,145,3.0
128674,1E95D7860C7B15122056FAC936C182,B3D7BEEB2720835B1AA4F0FC919307,488B0C111AA57BA8E5A236A09640C1,2016-12-01 11:44:00,2016-12-01 11:49:00,428802,436950,1.305511,103.9046,1.315093,103.8945,5.0,2.2,Street-Hailing,2021-12-02 11:44:24,2021-12-02 11:49:38,70.0,71.0,136,15.0
42119,3CBE0279ED0BF1D728F1C3E5D6C8E6,A0D82D82C1053067AB537AFD0D04CB,8F384DB079D7197B5569F1387D729C,2016-12-01 06:09:00,2016-12-01 06:38:00,689715,1,1.397314,103.7474,1.292474,103.8565,21.3,21.1,Street-Hailing,2021-12-02 06:09:45,2021-12-02 06:38:59,37.0,40.0,136,23.0
132768,2487098BF3C3D8FDE796B8472DCCC1,17D7FA98D078AC66A8F17B682C4C9E,6C2D25CB40A9AF28C25F69C8CE9DA7,2016-12-01 11:58:00,2016-12-01 12:02:00,760121,760638,1.434314,103.8299,1.420333,103.8384,4.5,2.3,Street-Hailing,2021-12-02 11:58:00,2021-12-02 12:02:00,72.0,72.0,63,27.0
119233,27E92F1B249815ECFFB7E8C28B5C16,28282E11AC0696D0DF560AC665E789,B710DCA9B0557F270434BF862008F0,2016-12-01 11:10:00,2016-12-01 11:22:00,160140,138543,1.278133,103.8293,1.298504,103.7898,7.8,6.9,Street-Hailing,2021-12-02 11:10:57,2021-12-02 11:22:50,67.0,68.0,176,3.0
49690,A182B412697E5079C77BFD270CBBF8,E1E630D512C93D2F44B759267C4660,16D53DD836EE33754FD5F9FB3F64F8,2016-12-01 07:01:00,2016-12-01 07:08:00,89775,150161,1.299509,103.837,1.283779,103.8161,6.75,3.8,Street-Hailing,2021-12-02 07:01:51,2021-12-02 07:08:39,42.0,43.0,82,2.0
68275,8D5B5702451A6BB236E9E5CAC21071,C1E1D03B352C1B24C53DE018CE07CC,22067CB54A7B24764186F1E48CB458,2016-12-01 08:18:00,2016-12-01 08:33:00,570222,359833,1.358071,103.8481,1.343286,103.8617,9.2,3.9,Street-Hailing,2021-12-02 08:18:00,2021-12-02 08:33:00,50.0,51.0,150,20.0
105123,9B232F04FEF3BC31F35D066BE7FCB9,4728D29B66B8DA4539204DB1818BE1,C18BE8C454258C2CF33EBCF6786DC5,2016-12-01 10:20:00,2016-12-01 10:35:00,822173,819642,1.396488,103.9099,1.362159,103.9901,11.3,13.8,Street-Hailing,2021-12-02 10:20:13,2021-12-02 10:35:53,62.0,64.0,59,19.0
52592,EFE2B7DA2E857B111DB39968A63F4D,7E19E0D49FD59BCA0236C8E96F5D3C,1BE1DD2E018D0AA6F1C167A4A7290C,2016-12-01 07:17:00,2016-12-01 07:28:00,520206,460423,1.350917,103.9522,1.328045,103.9275,8.1,4.4,Street-Hailing,2021-12-02 07:17:00,2021-12-02 07:28:00,44.0,45.0,49,18.0
70604,7A9C23212D837CE75214981F4E1D2E,DD9E95373C571AD5A562E6C813A508,E8706EC21087C2293E7301BE6D955A,2016-12-01 08:26:00,2016-12-01 09:14:00,821310,117439,1.409017,103.9013,1.274938,103.7989,33.7,27.0,Street-Hailing,2021-12-02 08:26:07,2021-12-02 09:14:37,51.0,55.0,94,19.0
101998,AEEC3824CC7392866782ECECB24FBF,E2BC6BA8E151097B29FE45466F863F,A9671EE03BD371112DB71B14CCC969,2016-12-01 10:09:00,2016-12-01 10:22:00,428769,408860,1.304351,103.904,1.331525,103.8934,7.35,4.8,Street-Hailing,2021-12-02 10:09:11,2021-12-02 10:22:46,61.0,62.0,92,15.0
116592,07E60EECBDDEF35A602518B82CF94B,5600D55B85F2FD730F9347CAEB5F0A,6B35B0BDD883635A76F8D6220A2D07,2016-12-01 11:01:00,2016-12-01 11:27:00,118425,819661,1.291178,103.7816,1.357373,103.9881,23.15,28.5,Street-Hailing,2021-12-02 11:01:06,2021-12-02 11:27:47,66.0,69.0,110,5.0
39763,1BA2E805BCC77FC0B0A26B372FB4B9,AAE1A6AE871423D81F8E4894195262,CCAC2022D323DDC274C77E37E2AB3A,2016-12-01 05:46:00,2016-12-01 05:50:00,237983,49712,1.291732,103.8425,1.282756,103.8499,6.45,2.0,Street-Hailing,2021-12-02 05:46:27,2021-12-02 05:50:29,35.0,35.0,74,9.0
47857,2E17D34C5ACE4D922B95B1EA76D940,2EAF3E9E93C2EADA6B5AAB0D39DE5E,996974E5598E8E6BCB75CE0CFC3456,2016-12-01 06:50:00,2016-12-01 06:50:00,530168,530168,1.352165,103.8894,1.352165,103.8894,4.6,0.0,Street-Hailing,2021-12-02 06:50:40,2021-12-02 06:50:43,41.0,41.0,121,19.0
70679,7187375AB087AF48019096F6BE114E,B6B8EA81E8F4B680D5D2EAA95E9AD1,5A3C242F0F98DD19DD5776A9B8F0D9,2016-12-01 08:26:00,2016-12-01 08:46:00,109694,569739,1.282206,103.8037,1.359282,103.8547,15.25,13.8,Street-Hailing,2021-12-02 08:26:25,2021-12-02 08:46:08,51.0,53.0,84,4.0
110104,CECC93E99DDC2AA2E4E81F3FBB05E0,EEA710B30B861B0EA0A580ACF91EF9,EABC54C7A6DA8E906D1158FDEB5F94,2016-12-01 10:37:00,2016-12-01 10:44:00,49318,1,1.284184,103.8525,1.292474,103.8565,5.45,2.0,Street-Hailing,2021-12-02 10:37:29,2021-12-02 10:44:23,64.0,64.0,161,1.0
40981,8870985FC0B33981A812CAA4C88EB4,90D610FE92B447A5593231556EF880,6CB7DD901A1C7EC7BE154052A7E313,2016-12-01 06:00:00,2016-12-01 06:17:00,510476,334038,1.375174,103.9583,1.32132,103.8668,14.7,14.6,Street-Hailing,2021-12-02 06:00:21,2021-12-02 06:17:33,36.0,38.0,91,18.0
128693,1E95D7860C7B15122056FAC936C182,BE489ED3FDA259BB91701DE0E74332,33624D4D789BDBD90D8012DE21B190,2016-12-01 11:44:00,2016-12-01 11:56:00,560641,768160,1.378985,103.8399,1.437106,103.8419,8.25,8.1,Street-Hailing,2021-12-02 11:44:29,2021-12-02 11:56:50,70.0,72.0,164,20.0
96537,605EC321050A0F18977043AE9BC7D9,747B07F20ACC16A8FA0EF28B683080,6373B71BCC5EAE4001F7105EACF0DC,2016-12-01 09:50:00,2016-12-01 10:08:00,382002,544663,1.313672,103.8715,1.299509,103.837,12.0,13.6,Street-Hailing,2021-12-02 09:50:24,2021-12-02 10:08:59,59.0,61.0,119,14.0
40735,1D118833AC26791FF3D3539AC0F898,2FF360CDD1A138E480495BAB4BDA3C,22067CB54A7B24764186F1E48CB458,2016-12-01 05:58:00,2016-12-01 05:58:00,541312,541312,1.391746,103.8852,1.391746,103.8852,23.55,12.7,Street-Hailing,2021-12-02 05:58:00,2021-12-02 05:58:00,36.0,36.0,152,19.0
127441,335BD4CED0D6BA9D4A9A8B0BFDCC2E,53C215E6F1710B7EAA7311DCB06B5E,B3656B0C41E44AFA27A2F4ADA073A2,2016-12-01 11:40:00,2016-12-01 12:06:00,409179,797653,1.322415,103.8921,1.391294,103.8763,13.35,11.4,Street-Hailing,2021-12-02 11:40:11,2021-12-02 12:06:36,70.0,73.0,130,14.0
121301,A5D147FB2469184A5647E0DF66165B,AF10FD99C65B4EB75A0893164056B9,B523EAE194FEA7BFA81141799FF19D,2016-12-01 11:18:00,2016-12-01 11:29:00,278967,117593,1.310177,103.7953,1.296722,103.7812,6.5,3.7,Street-Hailing,2021-12-02 11:18:30,2021-12-02 11:29:45,68.0,69.0,44,10.0
32940,ABB4A2A735B1FCEDD23AAC0A45D28C,5705B4583E2EDC840CC1717900A796,C296A0E3E30E6DBAA864F4101A9320,2016-12-01 04:24:00,2016-12-01 04:43:00,640857,570512,1.348031,103.6966,1.349908,103.8495,22.95,20.2,Street-Hailing,2021-12-02 04:24:09,2021-12-02 04:43:22,26.0,28.0,141,22.0
62759,EE95000028E263FACB3EBEB7D26748,C911CE27ABBD1DB916EDBFE0F391E2,16D4B6744AA7FEED85D27DAB2121BA,2016-12-01 07:58:00,2016-12-01 08:07:00,520271,487037,1.349904,103.9496,1.335862,103.954,7.0,2.5,Street-Hailing,2021-12-02 07:58:32,2021-12-02 08:07:48,48.0,49.0,138,18.0
99351,6969009C8CCDF4E45F6694F6755F85,CA9FA5763AF5DEA54C5C1A4A516D1F,8F5FB8E4708457CF42D41DC6A77C86,2016-12-01 10:00:00,2016-12-01 10:13:00,320022,238801,1.326445,103.8595,1.304052,103.8318,7.15,5.4,Street-Hailing,2021-12-02 10:00:00,2021-12-02 10:13:00,60.0,61.0,41,12.0
