No,Booking_ID,Vehicle_ID,Driver_ID,Trip_start_DT,Trip_end_DT,Start_Post,End_Post,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Fare,Distance,Order_Type,Start_Time,End_Time,Start_Slot,End_Slot,Patience_Level,DistrictCode
76919,7A0EFEA09DA9F69295F752A8B3FFA9,02F52A5A0B73256ADF7AF98F4B4F0D,D6582D97B4F6EA1892E26DC7FD1B32,2016-12-01 08:47:00,2016-12-01 09:15:00,510211,339211,1.367273,103.9609,1.31744,103.8666,17.8,15.0,Street-Hailing,2021-11-24 08:47:35,2021-11-24 09:15:58,53.0,56.0,110,18.0
129430,4C3B7DB4A838E4DEFE8BD0841E8921,C052E660ACA8D3062641C2478BC5D2,110E87DA02984AF6235E9D19AEA674,2016-12-01 11:46:00,2016-12-01 12:08:00,228211,68890,1.306431,103.8328,1.299509,103.837,10.05,6.0,Street-Hailing,2021-11-24 11:46:51,2021-11-24 12:08:15,71.0,73.0,117,9.0
132587,02FB9DB324C3B11FE83BF21E30319C,2A9EC3C5D84F359FA8055E6139643E,7E0E0051B6F3D0F60C64062F06BA7A,2016-12-01 11:57:00,2016-12-01 12:20:00,550139,761701,1.368761,103.8753,1.429952,103.8278,12.5,11.8,Street-Hailing,2021-11-24 11:57:29,2021-11-24 12:20:13,72.0,74.0,52,19.0
37288,CE3AE3485C47AB1EA35FD35A16D503,4CCE346A35FEC366DAFBA074C05F59,9F224085BA466F72B8F9636E54F7B9,2016-12-01 05:16:00,2016-12-01 05:24:00,760620,562700,1.41894,103.8346,1.369435,103.8461,10.5,6.0,Street-Hailing,2021-11-24 05:16:56,2021-11-24 05:24:17,32.0,32.0,86,27.0
71038,52F61A9B1705177648722CCC133B0C,2F802F9BC1C5A6EE8E9F8062433D71,6FC666DCB6996888B9D658FB4E7350,2016-12-01 08:27:00,2016-12-01 09:03:00,640533,68912,1.348864,103.71646,1.299509,103.837,32.3,18.6,Booking,2021-11-24 08:27:39,2021-11-24 09:03:41,51.0,54.0,67,22.0
52021,A79F30E4FB370737D493C066DA44A4,11DB5235FBF0DB95A03DCE6EF4ABDA,0B96F1D74D2D10BDD884B2D38C92BC,2016-12-01 07:14:00,2016-12-01 07:27:00,644678,688255,1.344982,103.7033,1.398187,103.741,11.15,9.5,Street-Hailing,2021-11-24 07:14:11,2021-11-24 07:27:35,43.0,45.0,38,22.0
104580,8A45864DBE4B5F0E068591473C8408,FD5BE9F71EA6248251E38A42484877,4642CBE859AA42B12B904A81D64B43,2016-12-01 10:18:00,2016-12-01 10:32:00,608549,619739,1.333067,103.7437,1.311451,103.7233,10.5,6.5,Street-Hailing,2021-11-24 10:18:18,2021-11-24 10:32:20,62.0,63.0,109,22.0
87117,A07BA4FAABAED73F0025E68858B902,E4925429E4B3B26B53BDD43B6B4A6B,30C1D519FE14A372DB92C765FADF7D,2016-12-01 09:19:00,2016-12-01 09:35:00,228150,18961,1.301884,103.8487,1.278295,103.8507,9.95,4.3,Street-Hailing,2021-11-24 09:19:52,2021-11-24 09:35:53,56.0,58.0,179,9.0
124366,2BB06AF5C90A9A24E1206FAC0C32DE,1FAA41D483CB570F0CB244C1DCB675,FC95ACE72CBCCE9C86528B09D67711,2016-12-01 11:29:00,2016-12-01 11:45:00,238863,258395,1.30436,103.8338,1.309141,103.823,8.3,2.9,Street-Hailing,2021-11-24 11:29:37,2021-11-24 11:45:54,69.0,70.0,56,9.0
68455,F292492893D3B9072FD58095589779,D9A03AE5CA187E10A43116B131BAFD,AAB90F641325B377D9EB29142DE97A,2016-12-01 08:18:00,2016-12-01 08:27:00,59804,179101,1.286551,103.8446,1.293497,103.8528,7.0,1.6,Street-Hailing,2021-11-24 08:18:45,2021-11-24 08:27:49,50.0,51.0,136,1.0
56740,F0834137ED5F851516DA2AF85B23F8,2B702B4C4D1DE327ADA8649C7D2A20,974CD76DDF963F36F27CD3476C7CC8,2016-12-01 07:35:00,2016-12-01 08:01:00,640845,169608,1.3446,103.6919,1.278978,103.8342,22.2,19.6,Street-Hailing,2021-11-24 07:35:35,2021-11-24 08:01:37,46.0,48.0,160,22.0
43738,10201EFEEC99B871842565114D1817,0A69940FB951F477DD73F78FAFA54E,135A61042C5E668A9C546A2B73E469,2016-12-01 06:22:00,2016-12-01 06:31:00,199599,78881,1.300258,103.861854,1.299509,103.837,11.75,3.9,Booking,2021-11-24 06:22:45,2021-11-24 06:31:52,38.0,39.0,58,7.0
113990,8FB0F4729D2CE95FDEE33FC08CD778,36CAF3013C578B4E327919396E750A,4BFD49F6059AD0C60798CEF289E893,2016-12-01 10:51:00,2016-12-01 11:21:00,518457,437437,1.372567,103.9502,1.293302,103.8716,0.0,0.0,Street-Hailing,2021-11-24 10:51:27,2021-11-24 11:21:18,65.0,68.0,97,18.0
51364,0A3DCBAAC3B700034B96676FCDF741,63471B30F7581D6C0098D6C6FADF8D,5094D94B761372AA436027F9FA4373,2016-12-01 07:11:00,2016-12-01 07:11:00,520934,520934,1.345335,103.9399,1.345335,103.9399,4.6,0.0,Street-Hailing,2021-11-24 07:11:00,2021-11-24 07:11:00,43.0,43.0,44,18.0
72723,D39485C7D759D9DDAE2B636D44BCA2,CF75E9804FB9C01B15DC2B0952B594,3000F3A5443AD9D11CB90B5616CFAB,2016-12-01 08:33:00,2016-12-01 09:14:00,819643,228221,1.355322,103.9883,1.308349,103.8345,35.25,21.6,Street-Hailing,2021-11-24 08:33:39,2021-11-24 09:14:52,51.0,55.0,153,17.0
48558,8ED7B5CA7AF85C1434D291B56B3369,591A799411768E34E4ACAE7971AF95,1D4D1CEB06B99F776FFE5D07F81039,2016-12-01 06:55:00,2016-12-01 07:18:00,819643,89911,1.355322,103.9883,1.276333,103.8363,24.0,22.7,Street-Hailing,2021-11-24 06:55:10,2021-11-24 07:18:12,42.0,44.0,65,17.0
67204,3BD6A873E68B8E292B819950C7D8FC,723270D253B06CE664DA6EC1D44053,B7A0C39EFD078B1FEA6FAE38C51496,2016-12-01 08:14:00,2016-12-01 08:34:00,39799,138634,1.352083,103.8198,1.298775,103.7886,13.7,10.8,Street-Hailing,2021-11-24 08:14:24,2021-11-24 08:34:18,49.0,51.0,89,1.0
34444,99CC7041A3EE0B27F332BA773E2E19,9E7C9BCC941ECF4141D0170DDF6BB7,18C9DA57CB83136121C783CD32C403,2016-12-01 04:42:00,2016-12-01 04:49:00,239427,9,1.292867,103.8333,1.303947,103.8319,8.85,3.6,Street-Hailing,2021-11-24 04:42:42,2021-11-24 04:49:03,28.0,29.0,115,9.0
127836,ABF1C516F8FC3E92CC51ACBFF78967,2601A61724C6F33A154394267191FF,E637761CD214F04A2AB8BA243C76BA,2016-12-01 11:41:00,2016-12-01 11:53:00,670249,650272,1.381058,103.7738,1.348833,103.7578,11.2,5.1,Street-Hailing,2021-11-24 11:41:34,2021-11-24 11:53:38,70.0,71.0,50,23.0
129775,00452C4005DDE170860F7B0787BE6D,D90E0470A3D67005052F1E58DE8C78,3BDEF47AD2D2A440248217840B03F4,2016-12-01 11:48:00,2016-12-01 11:57:00,49178,237994,1.28633,103.8529,1.293984,103.8321,6.05,2.9,Street-Hailing,2021-11-24 11:48:00,2021-11-24 11:57:59,71.0,72.0,122,1.0
101440,50B15899844E728F56E0D742CC0053,341AC49BCFF12615FD6CBEA7802204,79253CC6A1E30C776D67AFEADE8CBD,2016-12-01 10:07:00,2016-12-01 10:34:00,151076,828755,1.288792,103.8168,1.299509,103.837,18.65,22.7,Street-Hailing,2021-11-24 10:07:17,2021-11-24 10:34:22,61.0,63.0,72,3.0
61336,B1FCD36236047B6C773F1E5FA44BC9,90334697FD87DCFA72A3365084F602,7DD56EC5E18E3B6D290AFB75DE6261,2016-12-01 07:53:00,2016-12-01 07:58:00,513524,510572,1.370556,103.9475,1.37353,103.9456,6.25,0.9,Street-Hailing,2021-11-24 07:53:04,2021-11-24 07:58:59,47.0,48.0,51,18.0
96870,6A4D0B8F69D99FDC7F95E195DD5FCD,A8B327A71CE32A50DADCFF910E06A9,59CD1B069F9E48F90213AAF350C231,2016-12-01 09:51:00,2016-12-01 10:22:00,640647,228213,1.340094,103.6973,1.307249,103.8334,17.7,20.2,Street-Hailing,2021-11-24 09:51:34,2021-11-24 10:22:50,59.0,62.0,143,22.0
71754,56EBE295201C9144785939B43B81CE,BC4BEC166CB4B3DFFF7A9E8BB81226,B60E41FEBEEFEAB929C37298143B3C,2016-12-01 08:30:00,2016-12-01 09:05:00,160046,569140,1.288291,103.8261,1.387422,103.8456,22.2,15.6,Street-Hailing,2021-11-24 08:30:12,2021-11-24 09:05:45,51.0,54.0,76,3.0
76241,58C4E24E96336B63AECC497AD4DF39,50E75D2A77600998BD69C03FDD40DC,C457672A76832BEAABE9D0D21997E7,2016-12-01 08:45:00,2016-12-01 09:48:00,730513,99954,1.433755,103.7895,1.249819,103.8268,41.0,37.4,Street-Hailing,2021-11-24 08:45:25,2021-11-24 09:48:19,52.0,59.0,46,25.0
108164,1FA88A808071F539580AD0B4A6C373,1B17FD6E151252AA09B73CDBE87F00,932BEECBF62C29194AC913B9497783,2016-12-01 10:30:00,2016-12-01 11:04:00,560565,640502,1.369882,103.858475,1.350353,103.718008,20.9,21.3,Booking,2021-11-24 10:30:56,2021-11-24 11:04:11,63.0,66.0,159,20.0
75669,BE3AD6FCD3455AE97760A3802BA5EA,14DAA11AC5D980EFB11D6C76003C1D,0F7F8731EE25A155304292A8C16C81,2016-12-01 08:43:00,2016-12-01 08:56:00,141052,239924,1.293261,103.808075,1.298146,103.844158,12.5,5.0,Booking,2021-11-24 08:43:37,2021-11-24 08:56:54,52.0,54.0,70,3.0
81189,CD5DACF9593C4AD0584EA287B19036,01E445F5A8B7008EE7E7811A62AE79,47574E5702FA60ED7ECAEE60A69677,2016-12-01 09:01:00,2016-12-01 09:33:00,560633,529680,1.381147,103.8423,1.351997,103.9424,24.6,17.3,Street-Hailing,2021-11-24 09:01:12,2021-11-24 09:33:19,54.0,57.0,145,20.0
118072,A720DC008211918117A4A4CD60D12A,BD83E7ED8FF81B15368D95D9047828,121B1593B808863E0D2E2102492034,2016-12-01 11:06:00,2016-12-01 11:13:00,238873,238255,1.302707,103.8343,1.291715,103.837,5.15,2.5,Street-Hailing,2021-11-24 11:06:27,2021-11-24 11:13:40,67.0,67.0,170,9.0
76551,28E5F14865A0A5CC4663DB7254CB25,575C1DC6A9D3965AE97115541F15A3,F9012E62E88EA13742D88259CF2864,2016-12-01 08:46:00,2016-12-01 09:15:00,521892,199555,1.348862,103.9295,1.301012,103.8622,16.05,10.6,Street-Hailing,2021-11-24 08:46:28,2021-11-24 09:15:27,53.0,56.0,121,18.0
69660,0A740DC4ADD4A37AF79FB0F4AF2F45,5F948F60B041424F1E04F1AFA9EC96,97D459DC7ED32C344DA4ACE616A64C,2016-12-01 08:22:00,2016-12-01 08:35:00,228191,238859,1.301686,103.8489,1.30451,103.8362,11.95,4.0,Street-Hailing,2021-11-24 08:22:50,2021-11-24 08:35:54,50.0,52.0,69,9.0
90629,A729FADEA3A01719345AA6123D7AD5,91BDA04CA2D5B7F899EBB8AEEE5860,1EB384F735F2D86B17EB363B8CD352,2016-12-01 09:30:00,2016-12-01 09:51:00,81110,138587,1.299509,103.837,1.299509,103.837,10.7,9.4,Street-Hailing,2021-11-24 09:30:50,2021-11-24 09:51:29,57.0,59.0,179,2.0
120812,B9A4886A6EF911B78C6A71320F6334,FBD0C994B7A4253E3207D4E1FEA7F3,251D04D6CFB331E98E199D1600D10D,2016-12-01 11:16:00,2016-12-01 11:28:00,159456,99253,1.284178,103.812581,1.299509,103.837,9.2,5.2,Booking,2021-11-24 11:16:50,2021-11-24 11:28:26,68.0,69.0,126,3.0
38482,9878F246C78E58B715079FD77D9BC5,8B6123F6E271A940BB613101742C76,4A5B909BA60CB90A71274B3D60D76E,2016-12-01 05:31:00,2016-12-01 05:41:00,642651,609930,1.337044,103.6984,1.32954,103.7476,14.45,6.8,Street-Hailing,2021-11-24 05:31:03,2021-11-24 05:41:46,33.0,34.0,47,22.0
90713,FD26B316AE4E7ACD8E3A99FC4AC946,6C0E4FF293486A2235EA2D3B8E5CB2,BA9CE228FC99020B5046D9ABA5DB6F,2016-12-01 09:31:00,2016-12-01 09:48:00,382002,408857,1.313672,103.8715,1.331046,103.8905,8.75,4.0,Street-Hailing,2021-11-24 09:31:05,2021-11-24 09:48:22,57.0,59.0,52,14.0
97729,FC1D921508CF19C44617C106E57426,8DD790104A57727036B3DD70628A52,B5FF828F8696271EA0D56214391BB7,2016-12-01 09:54:00,2016-12-01 10:10:00,119975,89064,1.273709,103.8026,1.299509,103.837,8.45,6.0,Street-Hailing,2021-11-24 09:54:25,2021-11-24 10:10:44,59.0,61.0,147,5.0
42909,C1A2A7C8C8300410340133C3F5229C,CD43619BD9CF0F161D295E13013739,2879E82E0E7D5B0A34DBCEBC0EBD45,2016-12-01 06:16:00,2016-12-01 06:29:00,791405,229899,1.388873,103.874,1.310644,103.847,12.5,12.1,Street-Hailing,2021-11-24 06:16:23,2021-11-24 06:29:30,38.0,39.0,180,28.0
74700,5C9F83EE00C09145CDD0A05926AF46,4F1BB95511307422C758238CC2F143,306F85DA1A39F54BD6EEBDC96D0FA1,2016-12-01 08:40:00,2016-12-01 09:15:00,128018,48583,1.313833,103.75926,1.281142,103.851928,25.8,14.5,Booking,2021-11-24 08:40:21,2021-11-24 09:15:29,52.0,56.0,69,5.0
57355,404F333AB5F2B8A53D2D4F333BAF8B,1F5AF94B628A2894B94D3AF29EE811,9D1D32EE1BB1137049E0DD2ED93042,2016-12-01 07:38:00,2016-12-01 08:13:00,100066,506816,1.274098,103.8095,1.299509,103.837,28.45,29.7,Street-Hailing,2021-11-24 07:38:01,2021-11-24 08:13:09,46.0,49.0,151,4.0
71958,49895CE32B6EF0CC1DD966985F5A5E,4AE66F6B6DFA1A031E851B2CBD3ED2,68AE3AAE347D7F17533260F73C3CE5,2016-12-01 08:30:00,2016-12-01 09:38:00,650338,628227,1.363515,103.7503,1.262933,103.7027,35.55,23.2,Street-Hailing,2021-11-24 08:30:53,2021-11-24 09:38:00,51.0,58.0,125,23.0
81247,CAB4CCCF17D26C7FFAAE973863BF73,C4FEF53023F05D79DB45B921F5718D,5E63C3D8DD99BBBA81CB02188FE51C,2016-12-01 09:01:00,2016-12-01 09:12:00,228213,169850,1.307249,103.8334,1.282396,103.836,8.1,3.0,Street-Hailing,2021-11-24 09:01:23,2021-11-24 09:12:32,54.0,55.0,63,9.0
78428,3F5E890E47EA806DC3977B92644EED,7774203FA5C9FF7FF1EAFEA2D41C48,BD26C9348CE8BE0EB5BE3434CF7BED,2016-12-01 08:52:00,2016-12-01 09:23:00,544821,98499,1.38134,103.891311,1.265459,103.818675,25.7,21.7,Booking,2021-11-24 08:52:29,2021-11-24 09:23:23,53.0,56.0,116,19.0
56184,BA1EF6B503D2D8EBB7C8C34247A6FC,4150CBFA0FDE10DF1F37827143F9A4,68E31C7C6749F0C3B980CC5FD3E4E6,2016-12-01 07:33:00,2016-12-01 08:00:00,38986,819643,1.294611,103.8597,1.355322,103.9883,20.8,21.2,Street-Hailing,2021-11-24 07:33:14,2021-11-24 08:00:40,45.0,48.0,161,1.0
96824,B126A0906BE417B65AAE7F1FD464D7,05DA438B590EA3FBC85E6E50B93E06,8793E4D6AC009C05A9529B145BCC99,2016-12-01 09:51:00,2016-12-01 10:19:00,518770,307684,1.380532,103.935637,1.319831,103.843998,16.7,15.8,Booking,2021-11-24 09:51:25,2021-11-24 10:19:44,59.0,62.0,74,18.0
113778,7932D32D2F8CD619AC7ED62A3651B6,748FEF6B1A7BB7A554C7514ABF3EB5,4EE3CA2656A6B4C332058EFAFFCEBA,2016-12-01 10:50:00,2016-12-01 10:58:00,330049,219953,1.324448,103.8664,1.307179,103.8515,7.9,3.0,Street-Hailing,2021-11-24 10:50:44,2021-11-24 10:58:57,65.0,66.0,106,12.0
130373,9CE3823E988FF850112BB5BD79EFB8,2B66F5072AC3E4BE80164F260EA2BA,3C90BD4081B8ED102CFD97CABAABF4,2016-12-01 11:50:00,2016-12-01 11:52:00,140097,249503,1.306189,103.8014,1.308782,103.803,3.4,0.7,Street-Hailing,2021-11-24 11:50:00,2021-11-24 11:52:00,71.0,71.0,114,3.0
93383,EB03DA2F99562953A59422AE2BD6C7,A107C52618A270A4165F0F1D0D1D24,BC7BAD4D604982EDCC6AF04DE527FC,2016-12-01 09:40:00,2016-12-01 09:51:00,160055,18987,1.284555,103.8341,1.280783,103.8526,7.25,3.3,Street-Hailing,2021-11-24 09:40:00,2021-11-24 09:51:00,58.0,59.0,66,3.0
71788,D4025472E7D49E28A645505D108701,5ED027AA4BFE118EF3D0D7227A7FA7,D1BE65DE0799CF7E33ED06B5ECBC6B,2016-12-01 08:30:00,2016-12-01 08:42:00,760840,567710,1.41568,103.833499,1.389846,103.847698,13.1,5.3,Booking,2021-11-24 08:30:17,2021-11-24 08:42:29,51.0,52.0,132,27.0
33928,44D6AFA8F768B4C434986D44B90679,48C77B779660E1F455DFC974B206CD,3F7F0C4A9DE1C6999BE6817ED533FC,2016-12-01 04:36:00,2016-12-01 04:38:00,530106,539185,1.353777,103.8906,1.359794,103.8951,5.1,0.8,Street-Hailing,2021-11-24 04:36:27,2021-11-24 04:38:20,28.0,28.0,110,19.0
41568,8470B67C6E4AF65AFDD68B8D4E1EEA,8D7591FB6BCEC7E79A26EDAF4F96E4,712F73F7E936D3C5F52846FE7BB2BC,2016-12-01 06:05:00,2016-12-01 06:18:00,381002,528605,1.313919,103.8719,1.375428,103.9303,12.5,11.6,Street-Hailing,2021-11-24 06:05:32,2021-11-24 06:18:30,36.0,38.0,157,14.0
127531,3ED513B186C5E7BBF5B906AC208F20,D1DD090867966AC2356FA27369FEEC,6D721B6BBCD31B568B149980660D35,2016-12-01 11:40:00,2016-12-01 11:56:00,99253,188736,1.299509,103.837,1.298373,103.8556,9.85,8.6,Street-Hailing,2021-11-24 11:40:32,2021-11-24 11:56:53,70.0,72.0,120,4.0
106601,CEAAEFA407139DF2A1CB250C56FD0D,8A4DB49FB81B00E4FD7315B5EF1989,15FB9802EC23B5E9007320B8B5C038,2016-12-01 10:25:00,2016-12-01 10:30:00,49318,199555,1.284184,103.8525,1.301012,103.8622,5.2,2.2,Street-Hailing,2021-11-24 10:25:26,2021-11-24 10:30:27,62.0,63.0,100,1.0
101444,EC0317B37200F2F6D5633E3F05EDE5,ED1F98C62E7967097C82CDA8C5F6EF,9C2BCF262BC3617EFFF6F38093D6A3,2016-12-01 10:07:00,2016-12-01 10:26:00,542297,486026,1.394702,103.901115,1.334129,103.965824,13.4,12.3,Booking,2021-11-24 10:07:17,2021-11-24 10:26:07,61.0,63.0,43,19.0
129631,30349A3A7ED1C60E9F4291D130D9D2,F8AC6EE661783226D0B0367A092028,FA90A2CCD5FDC3930056DDFD13D297,2016-12-01 11:47:00,2016-12-01 12:10:00,138567,49321,1.30179,103.792519,1.283026,103.852791,14.05,12.0,Booking,2021-11-24 11:47:29,2021-11-24 12:10:02,71.0,73.0,167,5.0
87764,AB8A556CC6180C917BCC2D561F2BD0,FBEE4D83D3627F236883A1A40FFBB8,51E1D86579D9838741967DD75E6006,2016-12-01 09:21:00,2016-12-01 09:33:00,470130,528873,1.333485,103.9123,1.342377,103.9432,12.05,4.8,Street-Hailing,2021-11-24 09:21:44,2021-11-24 09:33:00,56.0,57.0,153,16.0
42950,2C8C0C439A067C5BDF2E1E68366A14,8A8E18956FEE2D659DDBDC5D2D467F,71146D52F212E30D70C125554EB85E,2016-12-01 06:16:00,2016-12-01 06:29:00,541260,417938,1.393125,103.8956,1.331578,103.9035,12.3,10.6,Street-Hailing,2021-11-24 06:16:40,2021-11-24 06:29:17,38.0,39.0,170,19.0
131696,79271DE29527DAFA57865744C24076,04F19F6ECB6353854729946A6DBCC1,F2F7C0AB07B5CF368BCDBFB2475BD0,2016-12-01 11:54:00,2016-12-01 11:58:00,680547,680612,1.393269,103.7424,1.399994,103.7443,4.35,0.9,Street-Hailing,2021-11-24 11:54:35,2021-11-24 11:58:26,71.0,72.0,131,23.0
101281,B4F9C80D9A5389DFAF7453A3E3FEBA,0C59BA4E318D88FC504C6C65D99FD6,1C499E9E43EA03300F57A6644C5934,2016-12-01 10:06:00,2016-12-01 10:20:00,628498,609923,1.307661,103.6872,1.327229,103.7466,9.6,9.3,Street-Hailing,2021-11-24 10:06:41,2021-11-24 10:20:45,61.0,62.0,113,22.0
105959,5525D44540CE8B2CF9DFFFC271FDA3,D0EA3AE247581E082C5AD04BF5E3E4,88A007E0BFA5BFC0EEAF34C8B48701,2016-12-01 10:23:00,2016-12-01 10:40:00,737794,569830,1.431172,103.7857,1.378461,103.849,14.5,14.3,Street-Hailing,2021-11-24 10:23:03,2021-11-24 10:40:58,62.0,64.0,124,25.0
68237,FF9F48B13D33EE55BE567057DB1BC6,ADB3F1D7009AEE4CB5DE0C1D57033F,5186A9488211DF472F156A302FC876,2016-12-01 08:17:00,2016-12-01 08:40:00,90027,819663,1.281699,103.8423,1.356716,103.9865,21.65,23.5,Street-Hailing,2021-11-24 08:17:56,2021-11-24 08:40:08,50.0,52.0,91,4.0
85313,8D2F46E1D2558377507F6990D75D17,E8CC79CF09C954D04F784F93D93593,7EF32103CF0693DAA15CDFA0432B32,2016-12-01 09:14:00,2016-12-01 09:42:00,520802,308087,1.346069,103.9381,1.319697,103.8479,15.5,12.6,Street-Hailing,2021-11-24 09:14:14,2021-11-24 09:42:10,55.0,58.0,146,18.0
116986,2C81092382B99D2B02F656AD045708,8429EB3818A77AD090AAD7586DC347,4FBB64E0D7A9A2DB0E59FCB78E9859,2016-12-01 11:02:00,2016-12-01 11:08:00,323108,199586,1.320463,103.8589,1.303563,103.8655,5.0,2.2,Street-Hailing,2021-11-24 11:02:32,2021-11-24 11:08:15,66.0,67.0,37,12.0
86239,2F3DEA715891CDF13217827EEB2ED0,B62FDC943C89DC32BB2B356E6F8D99,ECF51FB7904317850FECA7787E2243,2016-12-01 09:17:00,2016-12-01 10:00:00,753508,117528,1.452973,103.821115,1.289617,103.778966,27.65,26.2,Booking,2021-11-24 09:17:04,2021-11-24 10:00:23,56.0,60.0,119,27.0
59295,0D542F8D2E94F882E18D89F2421FF2,F07092B2B847B725E0AB5B4ED393F2,278D4E1A9E6F60164857E13E3D2F39,2016-12-01 07:45:00,2016-12-01 08:10:00,469970,98632,1.312372,103.93872,1.299509,103.837,22.55,17.2,Booking,2021-11-24 07:45:12,2021-11-24 08:10:31,46.0,49.0,169,16.0
117578,94FC871ABDF41E2FFC23B6A6FA27BF,89640AED773E92C36A508402E7BD60,B13F567927008A1363C4077D70D310,2016-12-01 11:04:00,2016-12-01 11:13:00,179101,178958,1.293497,103.8528,1.29068,103.8517,6.1,1.8,Street-Hailing,2021-11-24 11:04:37,2021-11-24 11:13:55,66.0,67.0,57,6.0
39943,D2686B6B9827E2CA73BA8A374AB457,AC98ECF35358087BFCA354DE2C8EBB,DE3B030F6A8161C9B3D07D943BDFD1,2016-12-01 05:48:00,2016-12-01 06:03:00,542332,486026,1.394768,103.891622,1.334129,103.965824,19.55,13.6,Booking,2021-11-24 05:48:40,2021-11-24 06:03:08,35.0,36.0,132,19.0
75932,0B8C940BC8CA4EC18651C8BE012EAB,A734EE1420B6F43DFDD59D5FA15645,26F6C3B7715FE5851D95758A8FCB76,2016-12-01 08:44:00,2016-12-01 08:48:00,640758,640826,1.350139,103.700314,1.346103,103.694069,8.35,0.8,Booking,2021-11-24 08:44:27,2021-11-24 08:48:40,52.0,53.0,131,22.0
